,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line10,10,11,(0.0004602331999999999+0.00014476006666666667j),(0.0004602331999999999+0.00014476006666666667j),(0.0004602331999999999+0.00014476006666666667j),(0.00028375279999999996+1.8455466666666663e-05j),(0.00028375279999999996+1.8455466666666663e-05j),(0.00028375279999999996+1.8455466666666663e-05j),0j,0j,0j,0j,0j,0j
line11,11,12,(5.952015999999999e-05+1.872125333333333e-05j),(5.952015999999999e-05+1.872125333333333e-05j),(5.952015999999999e-05+1.872125333333333e-05j),(3.669663999999999e-05+2.3867733333333328e-06j),(3.669663999999999e-05+2.3867733333333328e-06j),(3.669663999999999e-05+2.3867733333333328e-06j),0j,0j,0j,0j,0j,0j
line12,12,13,(5.958133999999999e-05+1.8740496666666667e-05j),(5.958133999999999e-05+1.8740496666666667e-05j),(5.958133999999999e-05+1.8740496666666667e-05j),(3.6734359999999996e-05+2.3892266666666665e-06j),(3.6734359999999996e-05+2.3892266666666665e-06j),(3.6734359999999996e-05+2.3892266666666665e-06j),0j,0j,0j,0j,0j,0j
line13,13,14,(5.953345999999999e-05+1.8725436666666667e-05j),(5.953345999999999e-05+1.8725436666666667e-05j),(5.953345999999999e-05+1.8725436666666667e-05j),(3.670484e-05+2.3873066666666664e-06j),(3.670484e-05+2.3873066666666664e-06j),(3.670484e-05+2.3873066666666664e-06j),0j,0j,0j,0j,0j,0j
line14,14,15,(5.233283999999999e-05+1.6460579999999998e-05j),(5.233283999999999e-05+1.6460579999999998e-05j),(5.233283999999999e-05+1.6460579999999998e-05j),(3.2265359999999995e-05+2.09856e-06j),(3.2265359999999995e-05+2.09856e-06j),(3.2265359999999995e-05+2.09856e-06j),0j,0j,0j,0j,0j,0j
line15,15,16,(5.246317999999999e-05+1.6501576666666665e-05j),(5.246317999999999e-05+1.6501576666666665e-05j),(5.246317999999999e-05+1.6501576666666665e-05j),(3.234571999999999e-05+2.1037866666666664e-06j),(3.234571999999999e-05+2.1037866666666664e-06j),(3.234571999999999e-05+2.1037866666666664e-06j),0j,0j,0j,0j,0j,0j
line16,16,17,(5.2588199999999986e-05+1.65409e-05j),(5.2588199999999986e-05+1.65409e-05j),(5.2588199999999986e-05+1.65409e-05j),(3.242279999999999e-05+2.1087999999999996e-06j),(3.242279999999999e-05+2.1087999999999996e-06j),(3.242279999999999e-05+2.1087999999999996e-06j),0j,0j,0j,0j,0j,0j
line17,17,18,(0.0007979467999999998+0.00025098326666666665j),(0.0007979467999999998+0.00025098326666666665j),(0.0007979467999999998+0.00025098326666666665j),(0.0004919671999999999+3.199786666666666e-05j),(0.0004919671999999999+3.199786666666666e-05j),(0.0004919671999999999+3.199786666666666e-05j),0j,0j,0j,0j,0j,0j
line18,18,19,(0.0002956269333333333+9.224933333333332e-05j),(0.0002956269333333333+9.224933333333332e-05j),(0.0002956269333333333+9.224933333333332e-05j),(0.0001360141333333333+3.43253333333333e-06j),(0.0001360141333333333+3.43253333333333e-06j),(0.0001360141333333333+3.43253333333333e-06j),0j,0j,0j,0j,0j,0j
line19,19,20,(8.809554e-05+2.74899e-05j),(8.809554e-05+2.74899e-05j),(8.809554e-05+2.74899e-05j),(4.053161999999999e-05+1.022879999999999e-06j),(4.053161999999999e-05+1.022879999999999e-06j),(4.053161999999999e-05+1.022879999999999e-06j),0j,0j,0j,0j,0j,0j
line20,20,21,(4.922905e-05+1.5361750000000002e-05j),(4.922905e-05+1.5361750000000002e-05j),(4.922905e-05+1.5361750000000002e-05j),(2.2649649999999998e-05+5.715999999999995e-07j),(2.2649649999999998e-05+5.715999999999995e-07j),(2.2649649999999998e-05+5.715999999999995e-07j),0j,0j,0j,0j,0j,0j
line21,21,22,(5.2281320000000005e-05+1.63142e-05j),(5.2281320000000005e-05+1.63142e-05j),(5.2281320000000005e-05+1.63142e-05j),(2.4053959999999998e-05+6.070399999999995e-07j),(2.4053959999999998e-05+6.070399999999995e-07j),(2.4053959999999998e-05+6.070399999999995e-07j),0j,0j,0j,0j,0j,0j
line22,22,23,(3.8400266666666666e-05+1.1982666666666666e-05j),(3.8400266666666666e-05+1.1982666666666666e-05j),(3.8400266666666666e-05+1.1982666666666666e-05j),(1.7667466666666663e-05+4.458666666666662e-07j),(1.7667466666666663e-05+4.458666666666662e-07j),(1.7667466666666663e-05+4.458666666666662e-07j),0j,0j,0j,0j,0j,0j
line23,23,24,(5.090561666666667e-05+1.5884916666666668e-05j),(5.090561666666667e-05+1.5884916666666668e-05j),(5.090561666666667e-05+1.5884916666666668e-05j),(2.3421016666666665e-05+5.910666666666662e-07j),(2.3421016666666665e-05+5.910666666666662e-07j),(2.3421016666666665e-05+5.910666666666662e-07j),0j,0j,0j,0j,0j,0j
line24,24,25,(5.520038333333334e-05+1.7225083333333335e-05j),(5.520038333333334e-05+1.7225083333333335e-05j),(5.520038333333334e-05+1.7225083333333335e-05j),(2.539698333333333e-05+6.409333333333327e-07j),(2.539698333333333e-05+6.409333333333327e-07j),(2.539698333333333e-05+6.409333333333327e-07j),0j,0j,0j,0j,0j,0j
line25,25,26,(7.303170333333333e-05+2.2789283333333335e-05j),(7.303170333333333e-05+2.2789283333333335e-05j),(7.303170333333333e-05+2.2789283333333335e-05j),(3.3600943333333326e-05+8.479733333333326e-07j),(3.3600943333333326e-05+8.479733333333326e-07j),(3.3600943333333326e-05+8.479733333333326e-07j),0j,0j,0j,0j,0j,0j
line26,26,27,(0.0001233470766666667+3.849001666666667e-05j),(0.0001233470766666667+3.849001666666667e-05j),(0.0001233470766666667+3.849001666666667e-05j),(5.675039666666667e-05+1.4321866666666655e-06j),(5.675039666666667e-05+1.4321866666666655e-06j),(5.675039666666667e-05+1.4321866666666655e-06j),0j,0j,0j,0j,0j,0j
line27,27,28,(0.0014956123+0.0004667005j),(0.0014956123+0.0004667005j),(0.0014956123+0.0004667005j),(0.0006881118999999999+1.7365599999999985e-05j),(0.0006881118999999999+1.7365599999999985e-05j),(0.0006881118999999999+1.7365599999999985e-05j),0j,0j,0j,0j,0j,0j
line28,28,29,(0.00036080633333333335+0.00011258833333333333j),(0.00036080633333333335+0.00011258833333333333j),(0.00036080633333333335+0.00011258833333333333j),(0.00016600233333333332+4.18933333333333e-06j),(0.00016600233333333332+4.18933333333333e-06j),(0.00016600233333333332+4.18933333333333e-06j),0j,0j,0j,0j,0j,0j
line29,29,30,(7.070977333333333e-05+2.2064733333333332e-05j),(7.070977333333333e-05+2.2064733333333332e-05j),(7.070977333333333e-05+2.2064733333333332e-05j),(3.253265333333333e-05+8.210133333333326e-07j),(3.253265333333333e-05+8.210133333333326e-07j),(3.253265333333333e-05+8.210133333333326e-07j),0j,0j,0j,0j,0j,0j
line30,30,31,(6.602457333333334e-05+2.0602733333333335e-05j),(6.602457333333334e-05+2.0602733333333335e-05j),(6.602457333333334e-05+2.0602733333333335e-05j),(3.0377053333333332e-05+7.666133333333326e-07j),(3.0377053333333332e-05+7.666133333333326e-07j),(3.0377053333333332e-05+7.666133333333326e-07j),0j,0j,0j,0j,0j,0j
line31,31,32,(5.674374333333334e-05+1.7706683333333334e-05j),(5.674374333333334e-05+1.7706683333333334e-05j),(5.674374333333334e-05+1.7706683333333334e-05j),(2.610706333333333e-05+6.588533333333327e-07j),(2.610706333333333e-05+6.588533333333327e-07j),(2.610706333333333e-05+6.588533333333327e-07j),0j,0j,0j,0j,0j,0j
line32,32,33,(7.873203e-05+2.4568050000000003e-05j),(7.873203e-05+2.4568050000000003e-05j),(7.873203e-05+2.4568050000000003e-05j),(3.6223589999999996e-05+9.141599999999992e-07j),(3.6223589999999996e-05+9.141599999999992e-07j),(3.6223589999999996e-05+9.141599999999992e-07j),0j,0j,0j,0j,0j,0j
line33,33,34,(0.0006456848666666667+0.00020148366666666666j),(0.0006456848666666667+0.00020148366666666666j),(0.0006456848666666667+0.00020148366666666666j),(0.0002970712666666666+7.49706666666666e-06j),(0.0002970712666666666+7.49706666666666e-06j),(0.0002970712666666666+7.49706666666666e-06j),0j,0j,0j,0j,0j,0j
line34,34,35,(0.0005127997333333334+0.00016001733333333336j),(0.0005127997333333334+0.00016001733333333336j),(0.0005127997333333334+0.00016001733333333336j),(0.0002359325333333333+5.954133333333329e-06j),(0.0002359325333333333+5.954133333333329e-06j),(0.0002359325333333333+5.954133333333329e-06j),0j,0j,0j,0j,0j,0j
line35,35,36,(5.6929773333333334e-05+1.7764733333333333e-05j),(5.6929773333333334e-05+1.7764733333333333e-05j),(5.6929773333333334e-05+1.7764733333333333e-05j),(2.619265333333333e-05+6.610133333333328e-07j),(2.619265333333333e-05+6.610133333333328e-07j),(2.619265333333333e-05+6.610133333333328e-07j),0j,0j,0j,0j,0j,0j
line36,36,37,(6.018874333333334e-05+1.8781683333333337e-05j),(6.018874333333334e-05+1.8781683333333337e-05j),(6.018874333333334e-05+1.8781683333333337e-05j),(2.7692063333333334e-05+6.988533333333328e-07j),(2.7692063333333334e-05+6.988533333333328e-07j),(2.7692063333333334e-05+6.988533333333328e-07j),0j,0j,0j,0j,0j,0j
line37,37,38,(4.664300333333333e-05+1.4554783333333333e-05j),(4.664300333333333e-05+1.4554783333333333e-05j),(4.664300333333333e-05+1.4554783333333333e-05j),(2.145984333333333e-05+5.415733333333328e-07j),(2.145984333333333e-05+5.415733333333328e-07j),(2.145984333333333e-05+5.415733333333328e-07j),0j,0j,0j,0j,0j,0j
line38,38,39,(0.0020174609+0.0006295415j),(0.0020174609+0.0006295415j),(0.0020174609+0.0006295415j),(0.0009282076999999999+2.342479999999998e-05j),(0.0009282076999999999+2.342479999999998e-05j),(0.0009282076999999999+2.342479999999998e-05j),0j,0j,0j,0j,0j,0j
line39,39,40,(9.096178000000001e-05+2.8384300000000002e-05j),(9.096178000000001e-05+2.8384300000000002e-05j),(9.096178000000001e-05+2.8384300000000002e-05j),(4.185034e-05+1.056159999999999e-06j),(4.185034e-05+1.056159999999999e-06j),(4.185034e-05+1.056159999999999e-06j),0j,0j,0j,0j,0j,0j
line40,40,41,(9.586746e-05+2.99151e-05j),(9.586746e-05+2.99151e-05j),(9.586746e-05+2.99151e-05j),(4.4107379999999996e-05+1.113119999999999e-06j),(4.4107379999999996e-05+1.113119999999999e-06j),(4.4107379999999996e-05+1.113119999999999e-06j),0j,0j,0j,0j,0j,0j
line41,41,42,(0.00014147466666666666+4.414666666666667e-05j),(0.00014147466666666666+4.414666666666667e-05j),(0.00014147466666666666+4.414666666666667e-05j),(6.509066666666666e-05+1.6426666666666653e-06j),(6.509066666666666e-05+1.6426666666666653e-06j),(6.509066666666666e-05+1.6426666666666653e-06j),0j,0j,0j,0j,0j,0j
line42,42,43,(7.048240333333333e-05+2.1993783333333333e-05j),(7.048240333333333e-05+2.1993783333333333e-05j),(7.048240333333333e-05+2.1993783333333333e-05j),(3.242804333333333e-05+8.183733333333326e-07j),(3.242804333333333e-05+8.183733333333326e-07j),(3.242804333333333e-05+8.183733333333326e-07j),0j,0j,0j,0j,0j,0j
line43,43,44,(9.891743333333334e-05+3.0866833333333334e-05j),(9.891743333333334e-05+3.0866833333333334e-05j),(9.891743333333334e-05+3.0866833333333334e-05j),(4.551063333333333e-05+1.1485333333333324e-06j),(4.551063333333333e-05+1.1485333333333324e-06j),(4.551063333333333e-05+1.1485333333333324e-06j),0j,0j,0j,0j,0j,0j
line44,44,45,(0.0015630883666666669+0.0004877561666666667j),(0.0015630883666666669+0.0004877561666666667j),(0.0015630883666666669+0.0004877561666666667j),(0.0007191567666666667+1.8149066666666652e-05j),(0.0007191567666666667+1.8149066666666652e-05j),(0.0007191567666666667+1.8149066666666652e-05j),0j,0j,0j,0j,0j,0j
line45,45,46,(0.0003453268+0.00010775800000000001j),(0.0003453268+0.00010775800000000001j),(0.0003453268+0.00010775800000000001j),(0.0001588804+4.009599999999996e-06j),(0.0001588804+4.009599999999996e-06j),(0.0001588804+4.009599999999996e-06j),0j,0j,0j,0j,0j,0j
line46,46,47,(0.00026930713333333335+8.403633333333334e-05j),(0.00026930713333333335+8.403633333333334e-05j),(0.00026930713333333335+8.403633333333334e-05j),(0.00012390473333333333+3.126933333333331e-06j),(0.00012390473333333333+3.126933333333331e-06j),(0.00012390473333333333+3.126933333333331e-06j),0j,0j,0j,0j,0j,0j
line47,47,48,(0.00047276883333333337+0.00014752583333333335j),(0.00047276883333333337+0.00014752583333333335j),(0.00047276883333333337+0.00014752583333333335j),(0.0002175148333333333+5.4893333333333284e-06j),(0.0002175148333333333+5.4893333333333284e-06j),(0.0002175148333333333+5.4893333333333284e-06j),0j,0j,0j,0j,0j,0j
line48,48,49,(0.0005712499+0.0001782565j),(0.0005712499+0.0001782565j),(0.0005712499+0.0001782565j),(0.00026282469999999996+6.6327999999999935e-06j),(0.00026282469999999996+6.6327999999999935e-06j),(0.00026282469999999996+6.6327999999999935e-06j),0j,0j,0j,0j,0j,0j
line49,49,50,(0.0007634349666666668+0.00023822716666666667j),(0.0007634349666666668+0.00023822716666666667j),(0.0007634349666666668+0.00023822716666666667j),(0.00035124656666666665+8.864266666666659e-06j),(0.00035124656666666665+8.864266666666659e-06j),(0.00035124656666666665+8.864266666666659e-06j),0j,0j,0j,0j,0j,0j
line50,50,51,(0.0006398513333333334+0.00019966333333333334j),(0.0006398513333333334+0.00019966333333333334j),(0.0006398513333333334+0.00019966333333333334j),(0.00029438733333333333+7.429333333333327e-06j),(0.00029438733333333333+7.429333333333327e-06j),(0.00029438733333333333+7.429333333333327e-06j),0j,0j,0j,0j,0j,0j
line51,51,52,(0.0009859819666666668+0.0003076721666666667j),(0.0009859819666666668+0.0003076721666666667j),(0.0009859819666666668+0.0003076721666666667j),(0.0004536375666666666+1.1448266666666657e-05j),(0.0004536375666666666+1.1448266666666657e-05j),(0.0004536375666666666+1.1448266666666657e-05j),0j,0j,0j,0j,0j,0j
line52,52,53,(0.0009613157666666667+0.00029997516666666665j),(0.0009613157666666667+0.00029997516666666665j),(0.0009613157666666667+0.00029997516666666665j),(0.00044228896666666657+1.1161866666666655e-05j),(0.00044228896666666657+1.1161866666666655e-05j),(0.00044228896666666657+1.1161866666666655e-05j),0j,0j,0j,0j,0j,0j
line53,53,54,(0.00040131953333333336+0.00012523033333333334j),(0.00040131953333333336+0.00012523033333333334j),(0.00040131953333333336+0.00012523033333333334j),(0.00018464193333333332+4.65973333333333e-06j),(0.00018464193333333332+4.65973333333333e-06j),(0.00018464193333333332+4.65973333333333e-06j),0j,0j,0j,0j,0j,0j
line54,54,55,(0.0003686839+0.0001150465j),(0.0003686839+0.0001150465j),(0.0003686839+0.0001150465j),(0.00016962669999999997+4.280799999999996e-06j),(0.00016962669999999997+4.280799999999996e-06j),(0.00016962669999999997+4.280799999999996e-06j),0j,0j,0j,0j,0j,0j
line55,55,56,(0.0007149753000000001+0.00022310550000000003j),(0.0007149753000000001+0.00022310550000000003j),(0.0007149753000000001+0.00022310550000000003j),(0.0003289509+8.301599999999993e-06j),(0.0003289509+8.301599999999993e-06j),(0.0003289509+8.301599999999993e-06j),0j,0j,0j,0j,0j,0j
line56,56,57,(0.0018560971+0.0005791885j),(0.0018560971+0.0005791885j),(0.0018560971+0.0005791885j),(0.0008539662999999998+2.155119999999998e-05j),(0.0008539662999999998+2.155119999999998e-05j),(0.0008539662999999998+2.155119999999998e-05j),0j,0j,0j,0j,0j,0j
line57,57,58,(0.0016812518666666667+0.0005246286666666667j),(0.0016812518666666667+0.0005246286666666667j),(0.0016812518666666667+0.0005246286666666667j),(0.0007735222666666666+1.952106666666665e-05j),(0.0007735222666666666+1.952106666666665e-05j),(0.0007735222666666666+1.952106666666665e-05j),0j,0j,0j,0j,0j,0j
line58,58,59,(0.0006334666+0.000197671j),(0.0006334666+0.000197671j),(0.0006334666+0.000197671j),(0.00029144979999999994+7.3551999999999935e-06j),(0.00029144979999999994+7.3551999999999935e-06j),(0.00029144979999999994+7.3551999999999935e-06j),0j,0j,0j,0j,0j,0j
line59,59,60,(0.0041189798+0.001285313j),(0.0041189798+0.001285313j),(0.0041189798+0.001285313j),(0.0018950893999999997+4.782559999999996e-05j),(0.0018950893999999997+4.782559999999996e-05j),(0.0018950893999999997+4.782559999999996e-05j),0j,0j,0j,0j,0j,0j
line60,60,61,(0.002849589166666667+0.0008892041666666668j),(0.002849589166666667+0.0008892041666666668j),(0.002849589166666667+0.0008892041666666668j),(0.0013110591666666666+3.3086666666666636e-05j),(0.0013110591666666666+3.3086666666666636e-05j),(0.0013110591666666666+3.3086666666666636e-05j),0j,0j,0j,0j,0j,0j
line61,61,62,(0.004244951966666667+0.0013246221666666667j),(0.004244951966666667+0.0013246221666666667j),(0.004244951966666667+0.0013246221666666667j),(0.0019530475666666666+4.9288266666666626e-05j),(0.0019530475666666666+4.9288266666666626e-05j),(0.0019530475666666666+4.9288266666666626e-05j),0j,0j,0j,0j,0j,0j
line62,62,63,(0.0008140305333333333+0.00025401533333333333j),(0.0008140305333333333+0.00025401533333333333j),(0.0008140305333333333+0.00025401533333333333j),(0.0003745249333333333+9.451733333333325e-06j),(0.0003745249333333333+9.451733333333325e-06j),(0.0003745249333333333+9.451733333333325e-06j),0j,0j,0j,0j,0j,0j
line63,63,64,(0.0018411917333333333+0.0005745373333333333j),(0.0018411917333333333+0.0005745373333333333j),(0.0018411917333333333+0.0005745373333333333j),(0.0008471085333333333+2.1378133333333314e-05j),(0.0008471085333333333+2.1378133333333314e-05j),(0.0008471085333333333+2.1378133333333314e-05j),0j,0j,0j,0j,0j,0j
line64,64,65,(0.0004538443+0.0001416205j),(0.0004538443+0.0001416205j),(0.0004538443+0.0001416205j),(0.00020880789999999996+5.269599999999995e-06j),(0.00020880789999999996+5.269599999999995e-06j),(0.00020880789999999996+5.269599999999995e-06j),0j,0j,0j,0j,0j,0j
line65,65,66,(0.00012986501666666667+4.052391666666667e-05j),(0.00012986501666666667+4.052391666666667e-05j),(0.00012986501666666667+4.052391666666667e-05j),(5.9749216666666664e-05+1.5078666666666653e-06j),(5.9749216666666664e-05+1.5078666666666653e-06j),(5.9749216666666664e-05+1.5078666666666653e-06j),0j,0j,0j,0j,0j,0j
line66,66,67,(8.980655666666666e-05+2.8023816666666668e-05j),(8.980655666666666e-05+2.8023816666666668e-05j),(8.980655666666666e-05+2.8023816666666668e-05j),(4.131883666666666e-05+1.0427466666666656e-06j),(4.131883666666666e-05+1.0427466666666656e-06j),(4.131883666666666e-05+1.0427466666666656e-06j),0j,0j,0j,0j,0j,0j
line67,67,68,(0.00011792924000000002+3.6799400000000005e-05j),(0.00011792924000000002+3.6799400000000005e-05j),(0.00011792924000000002+3.6799400000000005e-05j),(5.425772e-05+1.369279999999999e-06j),(5.425772e-05+1.369279999999999e-06j),(5.425772e-05+1.369279999999999e-06j),0j,0j,0j,0j,0j,0j
line68,68,69,(0.0003415602666666667+0.00010658266666666667j),(0.0003415602666666667+0.00010658266666666667j),(0.0003415602666666667+0.00010658266666666667j),(0.00015714746666666666+3.965866666666664e-06j),(0.00015714746666666666+3.965866666666664e-06j),(0.00015714746666666666+3.965866666666664e-06j),0j,0j,0j,0j,0j,0j
line69,69,70,(0.00020117422000000002+6.27757e-05j),(0.00020117422000000002+6.27757e-05j),(0.00020117422000000002+6.27757e-05j),(9.255766e-05+2.335839999999998e-06j),(9.255766e-05+2.335839999999998e-06j),(9.255766e-05+2.335839999999998e-06j),0j,0j,0j,0j,0j,0j
line70,70,71,(0.00021614159666666667+6.744621666666667e-05j),(0.00021614159666666667+6.744621666666667e-05j),(0.00021614159666666667+6.744621666666667e-05j),(9.944395666666665e-05+2.5096266666666645e-06j),(9.944395666666665e-05+2.5096266666666645e-06j),(9.944395666666665e-05+2.5096266666666645e-06j),0j,0j,0j,0j,0j,0j
line71,71,72,(0.0002789990666666667+8.706066666666668e-05j),(0.0002789990666666667+8.706066666666668e-05j),(0.0002789990666666667+8.706066666666668e-05j),(0.00012836386666666667+3.239466666666664e-06j),(0.00012836386666666667+3.239466666666664e-06j),(0.00012836386666666667+3.239466666666664e-06j),0j,0j,0j,0j,0j,0j
line72,72,73,(0.00019932310666666666+6.219806666666667e-05j),(0.00019932310666666666+6.219806666666667e-05j),(0.00019932310666666666+6.219806666666667e-05j),(9.170598666666665e-05+2.3143466666666646e-06j),(9.170598666666665e-05+2.3143466666666646e-06j),(9.170598666666665e-05+2.3143466666666646e-06j),0j,0j,0j,0j,0j,0j
line73,73,74,(0.00012968817333333332+4.0468733333333334e-05j),(0.00012968817333333332+4.0468733333333334e-05j),(0.00012968817333333332+4.0468733333333334e-05j),(5.9667853333333326e-05+1.5058133333333318e-06j),(5.9667853333333326e-05+1.5058133333333318e-06j),(5.9667853333333326e-05+1.5058133333333318e-06j),0j,0j,0j,0j,0j,0j
line74,74,75,(0.00041385933333333336+0.00012914333333333334j),(0.00041385933333333336+0.00012914333333333334j),(0.00041385933333333336+0.00012914333333333334j),(0.00019041133333333332+4.8053333333333296e-06j),(0.00019041133333333332+4.8053333333333296e-06j),(0.00019041133333333332+4.8053333333333296e-06j),0j,0j,0j,0j,0j,0j
line75,75,76,(0.0009617980666666667+0.0003001256666666667j),(0.0009617980666666667+0.0003001256666666667j),(0.0009617980666666667+0.0003001256666666667j),(0.0004425108666666666+1.1167466666666658e-05j),(0.0004425108666666666+1.1167466666666658e-05j),(0.0004425108666666666+1.1167466666666658e-05j),0j,0j,0j,0j,0j,0j
line76,76,77,(0.0017300101000000002+0.0005398435j),(0.0017300101000000002+0.0005398435j),(0.0017300101000000002+0.0005398435j),(0.0007959553+2.0087199999999983e-05j),(0.0007959553+2.0087199999999983e-05j),(0.0007959553+2.0087199999999983e-05j),0j,0j,0j,0j,0j,0j
line77,77,78,(0.002336008566666667+0.0007289431666666667j),(0.002336008566666667+0.0007289431666666667j),(0.002336008566666667+0.0007289431666666667j),(0.0010747673666666666+2.7123466666666645e-05j),(0.0010747673666666666+2.7123466666666645e-05j),(0.0010747673666666666+2.7123466666666645e-05j),0j,0j,0j,0j,0j,0j
line78,78,79,(0.00010081877666666666+9.645623333333332e-06j),(0.00010081877666666666+9.645623333333332e-06j),(0.00010081877666666666+9.645623333333332e-06j),(4.450594666666667e-05+6.403733333333333e-07j),(4.450594666666667e-05+6.403733333333333e-07j),(4.450594666666667e-05+6.403733333333333e-07j),0j,0j,0j,0j,0j,0j
line79,79,80,(3.1517728e-05+3.0153919999999997e-06j),(3.1517728e-05+3.0153919999999997e-06j),(3.1517728e-05+3.0153919999999997e-06j),(1.3913344000000001e-05+2.0019199999999997e-07j),(1.3913344000000001e-05+2.0019199999999997e-07j),(1.3913344000000001e-05+2.0019199999999997e-07j),0j,0j,0j,0j,0j,0j
line80,80,81,(3.2149996999999994e-05+3.0758829999999994e-06j),(3.2149996999999994e-05+3.0758829999999994e-06j),(3.2149996999999994e-05+3.0758829999999994e-06j),(1.4192456000000001e-05+2.0420799999999997e-07j),(1.4192456000000001e-05+2.0420799999999997e-07j),(1.4192456000000001e-05+2.0420799999999997e-07j),0j,0j,0j,0j,0j,0j
line81,81,82,(4.970910633333333e-05+4.755813666666666e-06j),(4.970910633333333e-05+4.755813666666666e-06j),(4.970910633333333e-05+4.755813666666666e-06j),(2.1943837333333336e-05+3.157386666666666e-07j),(2.1943837333333336e-05+3.157386666666666e-07j),(2.1943837333333336e-05+3.157386666666666e-07j),0j,0j,0j,0j,0j,0j
line82,82,83,(7.010209066666667e-05+6.7068693333333334e-06j),(7.010209066666667e-05+6.7068693333333334e-06j),(7.010209066666667e-05+6.7068693333333334e-06j),(3.0946218666666674e-05+4.4526933333333333e-07j),(3.0946218666666674e-05+4.4526933333333333e-07j),(3.0946218666666674e-05+4.4526933333333333e-07j),0j,0j,0j,0j,0j,0j
line83,83,84,(0.0010075160333333332+9.639196666666665e-05j),(0.0010075160333333332+9.639196666666665e-05j),(0.0010075160333333332+9.639196666666665e-05j),(0.0004447629333333334+6.399466666666666e-06j),(0.0004447629333333334+6.399466666666666e-06j),(0.0004447629333333334+6.399466666666666e-06j),0j,0j,0j,0j,0j,0j
