,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line10,10,11,(3.981753999999999e-05+1.2524063333333331e-05j),(3.981753999999999e-05+1.2524063333333331e-05j),(3.981753999999999e-05+1.2524063333333331e-05j),(2.4549159999999996e-05+1.596693333333333e-06j),(2.4549159999999996e-05+1.596693333333333e-06j),(2.4549159999999996e-05+1.596693333333333e-06j),0j,0j,0j,0j,0j,0j
line11,11,12,(0.00019409753999999997+6.105072999999999e-05j),(0.00019409753999999997+6.105072999999999e-05j),(0.00019409753999999997+6.105072999999999e-05j),(0.00011966915999999998+7.783359999999998e-06j),(0.00011966915999999998+7.783359999999998e-06j),(0.00011966915999999998+7.783359999999998e-06j),0j,0j,0j,0j,0j,0j
line12,12,13,(6.709849999999998e-05+2.1104916666666665e-05j),(6.709849999999998e-05+2.1104916666666665e-05j),(6.709849999999998e-05+2.1104916666666665e-05j),(4.136899999999999e-05+2.690666666666666e-06j),(4.136899999999999e-05+2.690666666666666e-06j),(4.136899999999999e-05+2.690666666666666e-06j),0j,0j,0j,0j,0j,0j
line13,13,14,(6.680589999999999e-05+2.101288333333333e-05j),(6.680589999999999e-05+2.101288333333333e-05j),(6.680589999999999e-05+2.101288333333333e-05j),(4.1188599999999994e-05+2.678933333333333e-06j),(4.1188599999999994e-05+2.678933333333333e-06j),(4.1188599999999994e-05+2.678933333333333e-06j),0j,0j,0j,0j,0j,0j
line14,14,15,(6.686974e-05+2.1032963333333332e-05j),(6.686974e-05+2.1032963333333332e-05j),(6.686974e-05+2.1032963333333332e-05j),(4.1227959999999996e-05+2.6814933333333332e-06j),(4.1227959999999996e-05+2.6814933333333332e-06j),(4.1227959999999996e-05+2.6814933333333332e-06j),0j,0j,0j,0j,0j,0j
line15,15,16,(2.6496259999999996e-05+8.334036666666667e-06j),(2.6496259999999996e-05+8.334036666666667e-06j),(2.6496259999999996e-05+8.334036666666667e-06j),(1.6336039999999997e-05+1.0625066666666666e-06j),(1.6336039999999997e-05+1.0625066666666666e-06j),(1.6336039999999997e-05+1.0625066666666666e-06j),0j,0j,0j,0j,0j,0j
line16,16,17,(3.5112e-05+1.1044e-05j),(3.5112e-05+1.1044e-05j),(3.5112e-05+1.1044e-05j),(2.1647999999999997e-05+1.408e-06j),(2.1647999999999997e-05+1.408e-06j),(2.1647999999999997e-05+1.408e-06j),0j,0j,0j,0j,0j,0j
line17,17,18,(3.4986979999999994e-05+1.1004676666666667e-05j),(3.4986979999999994e-05+1.1004676666666667e-05j),(3.4986979999999994e-05+1.1004676666666667e-05j),(2.157092e-05+1.4029866666666667e-06j),(2.157092e-05+1.4029866666666667e-06j),(2.157092e-05+1.4029866666666667e-06j),0j,0j,0j,0j,0j,0j
line18,18,19,(3.533011999999999e-05+1.1112606666666665e-05j),(3.533011999999999e-05+1.1112606666666665e-05j),(3.533011999999999e-05+1.1112606666666665e-05j),(2.1782479999999995e-05+1.4167466666666664e-06j),(2.1782479999999995e-05+1.4167466666666664e-06j),(2.1782479999999995e-05+1.4167466666666664e-06j),0j,0j,0j,0j,0j,0j
line19,19,20,(0.0008509073999999998+0.0002676413j),(0.0008509073999999998+0.0002676413j),(0.0008509073999999998+0.0002676413j),(0.0005246195999999999+3.4121599999999995e-05j),(0.0005246195999999999+3.4121599999999995e-05j),(0.0005246195999999999+3.4121599999999995e-05j),0j,0j,0j,0j,0j,0j
line20,20,21,(0.00025426396666666665+7.934216666666667e-05j),(0.00025426396666666665+7.934216666666667e-05j),(0.00025426396666666665+7.934216666666667e-05j),(0.00011698356666666665+2.952266666666664e-06j),(0.00011698356666666665+2.952266666666664e-06j),(0.00011698356666666665+2.952266666666664e-06j),0j,0j,0j,0j,0j,0j
line21,21,22,(6.469021e-05+2.018635e-05j),(6.469021e-05+2.018635e-05j),(6.469021e-05+2.018635e-05j),(2.9763129999999995e-05+7.511199999999993e-07j),(2.9763129999999995e-05+7.511199999999993e-07j),(2.9763129999999995e-05+7.511199999999993e-07j),0j,0j,0j,0j,0j,0j
line22,22,23,(3.978745333333333e-05+1.2415533333333333e-05j),(3.978745333333333e-05+1.2415533333333333e-05j),(3.978745333333333e-05+1.2415533333333333e-05j),(1.830569333333333e-05+4.6197333333333295e-07j),(1.830569333333333e-05+4.6197333333333295e-07j),(1.830569333333333e-05+4.6197333333333295e-07j),0j,0j,0j,0j,0j,0j
line23,23,24,(3.965424666666667e-05+1.2373966666666667e-05j),(3.965424666666667e-05+1.2373966666666667e-05j),(3.965424666666667e-05+1.2373966666666667e-05j),(1.8244406666666667e-05+4.6042666666666626e-07j),(1.8244406666666667e-05+4.6042666666666626e-07j),(1.8244406666666667e-05+4.6042666666666626e-07j),0j,0j,0j,0j,0j,0j
line24,24,25,(4.922905e-05+1.5361750000000002e-05j),(4.922905e-05+1.5361750000000002e-05j),(4.922905e-05+1.5361750000000002e-05j),(2.2649649999999998e-05+5.715999999999995e-07j),(2.2649649999999998e-05+5.715999999999995e-07j),(2.2649649999999998e-05+5.715999999999995e-07j),0j,0j,0j,0j,0j,0j
line25,25,26,(4.899938333333334e-05+1.5290083333333335e-05j),(4.899938333333334e-05+1.5290083333333335e-05j),(4.899938333333334e-05+1.5290083333333335e-05j),(2.2543983333333333e-05+5.689333333333328e-07j),(2.2543983333333333e-05+5.689333333333328e-07j),(2.2543983333333333e-05+5.689333333333328e-07j),0j,0j,0j,0j,0j,0j
line26,26,27,(9.3704e-05+2.9239999999999998e-05j),(9.3704e-05+2.9239999999999998e-05j),(9.3704e-05+2.9239999999999998e-05j),(4.311199999999999e-05+1.087999999999999e-06j),(4.311199999999999e-05+1.087999999999999e-06j),(4.311199999999999e-05+1.087999999999999e-06j),0j,0j,0j,0j,0j,0j
line27,27,28,(4.64386e-05+1.4491e-05j),(4.64386e-05+1.4491e-05j),(4.64386e-05+1.4491e-05j),(2.1365799999999998e-05+5.391999999999995e-07j),(2.1365799999999998e-05+5.391999999999995e-07j),(2.1365799999999998e-05+5.391999999999995e-07j),0j,0j,0j,0j,0j,0j
line28,28,29,(0.0015694042+0.000489727j),(0.0015694042+0.000489727j),(0.0015694042+0.000489727j),(0.0007220626+1.8222399999999983e-05j),(0.0007220626+1.8222399999999983e-05j),(0.0007220626+1.8222399999999983e-05j),0j,0j,0j,0j,0j,0j
line29,29,30,(0.0002556649333333333+7.977933333333333e-05j),(0.0002556649333333333+7.977933333333333e-05j),(0.0002556649333333333+7.977933333333333e-05j),(0.00011762813333333331+2.9685333333333305e-06j),(0.00011762813333333331+2.9685333333333305e-06j),(0.00011762813333333331+2.9685333333333305e-06j),0j,0j,0j,0j,0j,0j
line30,30,31,(8.744328666666668e-05+2.728636666666667e-05j),(8.744328666666668e-05+2.728636666666667e-05j),(8.744328666666668e-05+2.728636666666667e-05j),(4.023152666666667e-05+1.0153066666666658e-06j),(4.023152666666667e-05+1.0153066666666658e-06j),(4.023152666666667e-05+1.0153066666666658e-06j),0j,0j,0j,0j,0j,0j
line31,31,32,(4.7171236666666665e-05+1.4719616666666667e-05j),(4.7171236666666665e-05+1.4719616666666667e-05j),(4.7171236666666665e-05+1.4719616666666667e-05j),(2.1702876666666662e-05+5.477066666666662e-07j),(2.1702876666666662e-05+5.477066666666662e-07j),(2.1702876666666662e-05+5.477066666666662e-07j),0j,0j,0j,0j,0j,0j
line32,32,33,(5.146370666666667e-05+1.6059066666666667e-05j),(5.146370666666667e-05+1.6059066666666667e-05j),(5.146370666666667e-05+1.6059066666666667e-05j),(2.3677786666666663e-05+5.975466666666662e-07j),(2.3677786666666663e-05+5.975466666666662e-07j),(2.3677786666666663e-05+5.975466666666662e-07j),0j,0j,0j,0j,0j,0j
line33,33,34,(5.794260333333334e-05+1.8080783333333335e-05j),(5.794260333333334e-05+1.8080783333333335e-05j),(5.794260333333334e-05+1.8080783333333335e-05j),(2.6658643333333333e-05+6.727733333333327e-07j),(2.6658643333333333e-05+6.727733333333327e-07j),(2.6658643333333333e-05+6.727733333333327e-07j),0j,0j,0j,0j,0j,0j
line34,34,35,(0.0008615715333333333+0.0002688503333333333j),(0.0008615715333333333+0.0002688503333333333j),(0.0008615715333333333+0.0002688503333333333j),(0.0003963979333333333+1.0003733333333324e-05j),(0.0003963979333333333+1.0003733333333324e-05j),(0.0003963979333333333+1.0003733333333324e-05j),0j,0j,0j,0j,0j,0j
line35,35,36,(0.00029914083333333337+9.334583333333334e-05j),(0.00029914083333333337+9.334583333333334e-05j),(0.00029914083333333337+9.334583333333334e-05j),(0.00013763083333333332+3.4733333333333303e-06j),(0.00013763083333333332+3.4733333333333303e-06j),(0.00013763083333333332+3.4733333333333303e-06j),0j,0j,0j,0j,0j,0j
line36,35,37,(0.00015610599999999999+2.6076133333333326e-05j),(0.00015610599999999999+2.6076133333333326e-05j),(0.00015610599999999999+2.6076133333333326e-05j),(7.12124e-05+8.18533333333334e-07j),(7.12124e-05+8.18533333333334e-07j),(7.12124e-05+8.18533333333334e-07j),0j,0j,0j,0j,0j,0j
line37,36,38,(7.473583e-05+2.332105e-05j),(7.473583e-05+2.332105e-05j),(7.473583e-05+2.332105e-05j),(3.4384989999999996e-05+8.677599999999992e-07j),(3.4384989999999996e-05+8.677599999999992e-07j),(3.4384989999999996e-05+8.677599999999992e-07j),0j,0j,0j,0j,0j,0j
line38,37,39,(0.00013587185+2.269619666666666e-05j),(0.00013587185+2.269619666666666e-05j),(0.00013587185+2.269619666666666e-05j),(6.198198999999999e-05+7.124366666666672e-07j),(6.198198999999999e-05+7.124366666666672e-07j),(6.198198999999999e-05+7.124366666666672e-07j),0j,0j,0j,0j,0j,0j
line39,38,40,(0.00011601841333333335+3.620313333333334e-05j),(0.00011601841333333335+3.620313333333334e-05j),(0.00011601841333333335+3.620313333333334e-05j),(5.3378573333333333e-05+1.3470933333333323e-06j),(5.3378573333333333e-05+1.3470933333333323e-06j),(5.3378573333333333e-05+1.3470933333333323e-06j),0j,0j,0j,0j,0j,0j
line40,39,41,(0.0001344968+2.2466506666666662e-05j),(0.0001344968+2.2466506666666662e-05j),(0.0001344968+2.2466506666666662e-05j),(6.135471999999999e-05+7.052266666666672e-07j),(6.135471999999999e-05+7.052266666666672e-07j),(6.135471999999999e-05+7.052266666666672e-07j),0j,0j,0j,0j,0j,0j
line41,40,42,(7.856207666666667e-05+2.4515016666666665e-05j),(7.856207666666667e-05+2.4515016666666665e-05j),(7.856207666666667e-05+2.4515016666666665e-05j),(3.614539666666666e-05+9.121866666666658e-07j),(3.614539666666666e-05+9.121866666666658e-07j),(3.614539666666666e-05+9.121866666666658e-07j),0j,0j,0j,0j,0j,0j
line42,41,43,(0.00011345720000000001+1.8952026666666665e-05j),(0.00011345720000000001+1.8952026666666665e-05j),(0.00011345720000000001+1.8952026666666665e-05j),(5.175688e-05+5.949066666666672e-07j),(5.175688e-05+5.949066666666672e-07j),(5.175688e-05+5.949066666666672e-07j),0j,0j,0j,0j,0j,0j
line43,42,44,(0.00015705295666666667+4.900781666666667e-05j),(0.00015705295666666667+4.900781666666667e-05j),(0.00015705295666666667+4.900781666666667e-05j),(7.225803666666666e-05+1.8235466666666652e-06j),(7.225803666666666e-05+1.8235466666666652e-06j),(7.225803666666666e-05+1.8235466666666652e-06j),0j,0j,0j,0j,0j,0j
line44,43,45,(0.00010509564999999999+1.755530333333333e-05j),(0.00010509564999999999+1.755530333333333e-05j),(0.00010509564999999999+1.755530333333333e-05j),(4.794250999999999e-05+5.510633333333338e-07j),(4.794250999999999e-05+5.510633333333338e-07j),(4.794250999999999e-05+5.510633333333338e-07j),0j,0j,0j,0j,0j,0j
line45,44,46,(0.0009496257333333335+0.00029632733333333336j),(0.0009496257333333335+0.00029632733333333336j),(0.0009496257333333335+0.00029632733333333336j),(0.0004369105333333333+1.1026133333333324e-05j),(0.0004369105333333333+1.1026133333333324e-05j),(0.0004369105333333333+1.1026133333333324e-05j),0j,0j,0j,0j,0j,0j
line46,45,47,(0.00012027904999999998+2.009155666666666e-05j),(0.00012027904999999998+2.009155666666666e-05j),(0.00012027904999999998+2.009155666666666e-05j),(5.486886999999999e-05+6.306766666666671e-07j),(5.486886999999999e-05+6.306766666666671e-07j),(5.486886999999999e-05+6.306766666666671e-07j),0j,0j,0j,0j,0j,0j
line47,46,48,(0.0009540353333333334+0.00029770333333333334j),(0.0009540353333333334+0.00029770333333333334j),(0.0009540353333333334+0.00029770333333333334j),(0.0004389393333333333+1.1077333333333323e-05j),(0.0004389393333333333+1.1077333333333323e-05j),(0.0004389393333333333+1.1077333333333323e-05j),0j,0j,0j,0j,0j,0j
line48,47,49,(0.0001201411+2.0068513333333328e-05j),(0.0001201411+2.0068513333333328e-05j),(0.0001201411+2.0068513333333328e-05j),(5.480593999999999e-05+6.299533333333338e-07j),(5.480593999999999e-05+6.299533333333338e-07j),(5.480593999999999e-05+6.299533333333338e-07j),0j,0j,0j,0j,0j,0j
line49,48,50,(0.00010274827333333334+3.206223333333333e-05j),(0.00010274827333333334+3.206223333333333e-05j),(0.00010274827333333334+3.206223333333333e-05j),(4.727315333333333e-05+1.1930133333333323e-06j),(4.727315333333333e-05+1.1930133333333323e-06j),(4.727315333333333e-05+1.1930133333333323e-06j),0j,0j,0j,0j,0j,0j
line50,49,51,(0.00012580595+2.101477666666666e-05j),(0.00012580595+2.101477666666666e-05j),(0.00012580595+2.101477666666666e-05j),(5.739012999999999e-05+6.596566666666673e-07j),(5.739012999999999e-05+6.596566666666673e-07j),(5.739012999999999e-05+6.596566666666673e-07j),0j,0j,0j,0j,0j,0j
line51,50,52,(3.064901666666667e-05+9.563916666666668e-06j),(3.064901666666667e-05+9.563916666666668e-06j),(3.064901666666667e-05+9.563916666666668e-06j),(1.4101216666666666e-05+3.558666666666664e-07j),(1.4101216666666666e-05+3.558666666666664e-07j),(1.4101216666666666e-05+3.558666666666664e-07j),0j,0j,0j,0j,0j,0j
line52,51,53,(0.00019874145+3.319800999999999e-05j),(0.00019874145+3.319800999999999e-05j),(0.00019874145+3.319800999999999e-05j),(9.066183e-05+1.042090000000001e-06j),(9.066183e-05+1.042090000000001e-06j),(9.066183e-05+1.042090000000001e-06j),0j,0j,0j,0j,0j,0j
line53,52,54,(2.7941246666666668e-05+8.718966666666667e-06j),(2.7941246666666668e-05+8.718966666666667e-06j),(2.7941246666666668e-05+8.718966666666667e-06j),(1.2855406666666665e-05+3.2442666666666636e-07j),(1.2855406666666665e-05+3.2442666666666636e-07j),(1.2855406666666665e-05+3.2442666666666636e-07j),0j,0j,0j,0j,0j,0j
line54,53,55,(7.332264999999999e-05+1.224790333333333e-05j),(7.332264999999999e-05+1.224790333333333e-05j),(7.332264999999999e-05+1.224790333333333e-05j),(3.344831e-05+3.8446333333333363e-07j),(3.344831e-05+3.8446333333333363e-07j),(3.344831e-05+3.8446333333333363e-07j),0j,0j,0j,0j,0j,0j
line55,54,56,(2.4574333333333333e-05+7.668333333333334e-06j),(2.4574333333333333e-05+7.668333333333334e-06j),(2.4574333333333333e-05+7.668333333333334e-06j),(1.1306333333333332e-05+2.853333333333331e-07j),(1.1306333333333332e-05+2.853333333333331e-07j),(1.1306333333333332e-05+2.853333333333331e-07j),0j,0j,0j,0j,0j,0j
line56,55,57,(5.7405e-05+9.588999999999997e-06j),(5.7405e-05+9.588999999999997e-06j),(5.7405e-05+9.588999999999997e-06j),(2.6187e-05+3.0100000000000027e-07j),(2.6187e-05+3.0100000000000027e-07j),(2.6187e-05+3.0100000000000027e-07j),0j,0j,0j,0j,0j,0j
line57,56,58,(2.295748e-05+7.1638e-06j),(2.295748e-05+7.1638e-06j),(2.295748e-05+7.1638e-06j),(1.0562439999999998e-05+2.6655999999999976e-07j),(1.0562439999999998e-05+2.6655999999999976e-07j),(1.0562439999999998e-05+2.6655999999999976e-07j),0j,0j,0j,0j,0j,0j
line58,57,59,(7.995315e-05+1.3355469999999996e-05j),(7.995315e-05+1.3355469999999996e-05j),(7.995315e-05+1.3355469999999996e-05j),(3.6473009999999995e-05+4.1923000000000035e-07j),(3.6473009999999995e-05+4.1923000000000035e-07j),(3.6473009999999995e-05+4.1923000000000035e-07j),0j,0j,0j,0j,0j,0j
line59,58,60,(5.120418333333334e-05+1.5978083333333335e-05j),(5.120418333333334e-05+1.5978083333333335e-05j),(5.120418333333334e-05+1.5978083333333335e-05j),(2.355838333333333e-05+5.945333333333329e-07j),(2.355838333333333e-05+5.945333333333329e-07j),(2.355838333333333e-05+5.945333333333329e-07j),0j,0j,0j,0j,0j,0j
line60,59,61,(0.0001548956+2.5873946666666662e-05j),(0.0001548956+2.5873946666666662e-05j),(0.0001548956+2.5873946666666662e-05j),(7.066024e-05+8.121866666666674e-07j),(7.066024e-05+8.121866666666674e-07j),(7.066024e-05+8.121866666666674e-07j),0j,0j,0j,0j,0j,0j
line61,60,62,(0.0002487749333333333+7.762933333333333e-05j),(0.0002487749333333333+7.762933333333333e-05j),(0.0002487749333333333+7.762933333333333e-05j),(0.00011445813333333331+2.8885333333333304e-06j),(0.00011445813333333331+2.8885333333333304e-06j),(0.00011445813333333331+2.8885333333333304e-06j),0j,0j,0j,0j,0j,0j
line62,61,63,(0.0021768065+0.0003636163666666666j),(0.0021768065+0.0003636163666666666j),(0.0021768065+0.0003636163666666666j),(0.0009930151+1.1413966666666676e-05j),(0.0009930151+1.1413966666666676e-05j),(0.0009930151+1.1413966666666676e-05j),0j,0j,0j,0j,0j,0j
line63,62,64,(3.2029313333333334e-05+9.994633333333334e-06j),(3.2029313333333334e-05+9.994633333333334e-06j),(3.2029313333333334e-05+9.994633333333334e-06j),(1.4736273333333332e-05+3.71893333333333e-07j),(1.4736273333333332e-05+3.71893333333333e-07j),(1.4736273333333332e-05+3.71893333333333e-07j),0j,0j,0j,0j,0j,0j
line64,63,65,(0.0024925340000000002+0.0004163558666666666j),(0.0024925340000000002+0.0004163558666666666j),(0.0024925340000000002+0.0004163558666666666j),(0.0011370436+1.306946666666668e-05j),(0.0011370436+1.306946666666668e-05j),(0.0011370436+1.306946666666668e-05j),0j,0j,0j,0j,0j,0j
line65,64,66,(0.00017101898666666666+5.336586666666666e-05j),(0.00017101898666666666+5.336586666666666e-05j),(0.00017101898666666666+5.336586666666666e-05j),(7.868362666666666e-05+1.9857066666666646e-06j),(7.868362666666666e-05+1.9857066666666646e-06j),(7.868362666666666e-05+1.9857066666666646e-06j),0j,0j,0j,0j,0j,0j
line66,65,67,(0.0007051469999999999+0.00011778859999999997j),(0.0007051469999999999+0.00011778859999999997j),(0.0007051469999999999+0.00011778859999999997j),(0.00032167379999999997+3.697400000000003e-06j),(0.00032167379999999997+3.697400000000003e-06j),(0.00032167379999999997+3.697400000000003e-06j),0j,0j,0j,0j,0j,0j
line67,66,68,(4.324623333333333e-05+1.3494833333333333e-05j),(4.324623333333333e-05+1.3494833333333333e-05j),(4.324623333333333e-05+1.3494833333333333e-05j),(1.989703333333333e-05+5.021333333333329e-07j),(1.989703333333333e-05+5.021333333333329e-07j),(1.989703333333333e-05+5.021333333333329e-07j),0j,0j,0j,0j,0j,0j
line68,67,69,(0.0014374835+0.00024011896666666663j),(0.0014374835+0.00024011896666666663j),(0.0014374835+0.00024011896666666663j),(0.0006557509+7.537366666666673e-06j),(0.0006557509+7.537366666666673e-06j),(0.0006557509+7.537366666666673e-06j),0j,0j,0j,0j,0j,0j
line69,68,70,(4.637888666666667e-05+1.4472366666666667e-05j),(4.637888666666667e-05+1.4472366666666667e-05j),(4.637888666666667e-05+1.4472366666666667e-05j),(2.1338326666666666e-05+5.385066666666662e-07j),(2.1338326666666666e-05+5.385066666666662e-07j),(2.1338326666666666e-05+5.385066666666662e-07j),0j,0j,0j,0j,0j,0j
line70,69,71,(0.0007656669999999999+0.0001278979333333333j),(0.0007656669999999999+0.0001278979333333333j),(0.0007656669999999999+0.0001278979333333333j),(0.00034928179999999995+4.014733333333337e-06j),(0.00034928179999999995+4.014733333333337e-06j),(0.00034928179999999995+4.014733333333337e-06j),0j,0j,0j,0j,0j,0j
line71,70,72,(0.0009900782999999998+2.4689610000000002e-05j),(0.0009900782999999998+2.4689610000000002e-05j),(0.0009900782999999998+2.4689610000000002e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line72,70,73,(0.00014648599333333336+4.571043333333334e-05j),(0.00014648599333333336+4.571043333333334e-05j),(0.00014648599333333336+4.571043333333334e-05j),(6.739631333333334e-05+1.700853333333332e-06j),(6.739631333333334e-05+1.700853333333332e-06j),(6.739631333333334e-05+1.700853333333332e-06j),0j,0j,0j,0j,0j,0j
line73,71,74,(0.001121133+0.00018727539999999996j),(0.001121133+0.00018727539999999996j),(0.001121133+0.00018727539999999996j),(0.0005114382+5.878600000000005e-06j),(0.0005114382+5.878600000000005e-06j),(0.0005114382+5.878600000000005e-06j),0j,0j,0j,0j,0j,0j
line74,72,75,(0.00044154339999999994+1.101078e-05j),(0.00044154339999999994+1.101078e-05j),(0.00044154339999999994+1.101078e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line75,73,76,(0.002045388366666667+0.0006382561666666667j),(0.002045388366666667+0.0006382561666666667j),(0.002045388366666667+0.0006382561666666667j),(0.0009410567666666667+2.374906666666665e-05j),(0.0009410567666666667+2.374906666666665e-05j),(0.0009410567666666667+2.374906666666665e-05j),0j,0j,0j,0j,0j,0j
line76,74,77,(0.0007451525+0.00012447116666666665j),(0.0007451525+0.00012447116666666665j),(0.0007451525+0.00012447116666666665j),(0.00033992349999999996+3.9071666666666705e-06j),(0.00033992349999999996+3.9071666666666705e-06j),(0.00033992349999999996+3.9071666666666705e-06j),0j,0j,0j,0j,0j,0j
line77,75,78,(0.0004633386999999999+1.155429e-05j),(0.0004633386999999999+1.155429e-05j),(0.0004633386999999999+1.155429e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line78,76,79,(0.0008384670666666666+0.0002616406666666667j),(0.0008384670666666666+0.0002616406666666667j),(0.0008384670666666666+0.0002616406666666667j),(0.0003857678666666666+9.735466666666658e-06j),(0.0003857678666666666+9.735466666666658e-06j),(0.0003857678666666666+9.735466666666658e-06j),0j,0j,0j,0j,0j,0j
line79,77,80,(0.000592028+9.889306666666664e-05j),(0.000592028+9.889306666666664e-05j),(0.000592028+9.889306666666664e-05j),(0.0002700712+3.104266666666669e-06j),(0.0002700712+3.104266666666669e-06j),(0.0002700712+3.104266666666669e-06j),0j,0j,0j,0j,0j,0j
line80,78,81,(0.0013734611999999997+3.425004e-05j),(0.0013734611999999997+3.425004e-05j),(0.0013734611999999997+3.425004e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line81,79,82,(0.00017399317+5.429395e-05j),(0.00017399317+5.429395e-05j),(0.00017399317+5.429395e-05j),(8.005200999999999e-05+2.0202399999999983e-06j),(8.005200999999999e-05+2.0202399999999983e-06j),(8.005200999999999e-05+2.0202399999999983e-06j),0j,0j,0j,0j,0j,0j
line82,80,83,(0.000817643+0.00013658006666666662j),(0.000817643+0.00013658006666666662j),(0.000817643+0.00013658006666666662j),(0.00037299219999999996+4.28726666666667e-06j),(0.00037299219999999996+4.28726666666667e-06j),(0.00037299219999999996+4.28726666666667e-06j),0j,0j,0j,0j,0j,0j
line83,81,84,(0.0036793959999999993+9.17532e-05j),(0.0036793959999999993+9.17532e-05j),(0.0036793959999999993+9.17532e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line84,82,85,(0.00021713375666666668+6.775581666666667e-05j),(0.00021713375666666668+6.775581666666667e-05j),(0.00021713375666666668+6.775581666666667e-05j),(9.990043666666665e-05+2.5211466666666645e-06j),(9.990043666666665e-05+2.5211466666666645e-06j),(9.990043666666665e-05+2.5211466666666645e-06j),0j,0j,0j,0j,0j,0j
line85,83,86,(0.0002640007+4.409899333333332e-05j),(0.0002640007+4.409899333333332e-05j),(0.0002640007+4.409899333333332e-05j),(0.00012043177999999999+1.3842733333333345e-06j),(0.00012043177999999999+1.3842733333333345e-06j),(0.00012043177999999999+1.3842733333333345e-06j),0j,0j,0j,0j,0j,0j
line86,83,87,(0.00017477375+2.919441666666666e-05j),(0.00017477375+2.919441666666666e-05j),(0.00017477375+2.919441666666666e-05j),(7.972824999999998e-05+9.164166666666674e-07j),(7.972824999999998e-05+9.164166666666674e-07j),(7.972824999999998e-05+9.164166666666674e-07j),0j,0j,0j,0j,0j,0j
