,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line22,21,23,(0.00034937872999999997+3.279524999999999e-05j),(0.00034937872999999997+3.279524999999999e-05j),(0.00034937872999999997+3.279524999999999e-05j),(0.00015435630999999998+1.7490800000000015e-06j),(0.00015435630999999998+1.7490800000000015e-06j),(0.00015435630999999998+1.7490800000000015e-06j),0j,0j,0j,0j,0j,0j
line23,22,24,(0.00020344264999999997+5.0732550000000004e-06j),(0.00020344264999999997+5.0732550000000004e-06j),(0.00020344264999999997+5.0732550000000004e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line24,23,25,(0.0006356045+5.966249999999998e-05j),(0.0006356045+5.966249999999998e-05j),(0.0006356045+5.966249999999998e-05j),(0.00028081149999999996+3.1820000000000023e-06j),(0.00028081149999999996+3.1820000000000023e-06j),(0.00028081149999999996+3.1820000000000023e-06j),0j,0j,0j,0j,0j,0j
line25,24,26,(0.00022193093999999997+5.534298e-06j),(0.00022193093999999997+5.534298e-06j),(0.00022193093999999997+5.534298e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line26,25,27,(0.006889049999999999+0.0005196312j),(0.006889049999999999+0.0005196312j),(0.006889049999999999+0.0005196312j),(9.841500000000008e-05+0j),(9.841500000000008e-05+0j),(9.841500000000008e-05+0j),0j,0j,0j,0j,0j,0j
line27,25,28,(0.0079649114+0.0007476449999999998j),(0.0079649114+0.0007476449999999998j),(0.0079649114+0.0007476449999999998j),(0.0035189158+3.987440000000003e-05j),(0.0035189158+3.987440000000003e-05j),(0.0035189158+3.987440000000003e-05j),0j,0j,0j,0j,0j,0j
line28,26,29,(0.00021661113999999997+5.401638000000001e-06j),(0.00021661113999999997+5.401638000000001e-06j),(0.00021661113999999997+5.401638000000001e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line29,27,30,(0.0018975833333333332+0.000143132j),(0.0018975833333333332+0.000143132j),(0.0018975833333333332+0.000143132j),(2.7108333333333356e-05+0j),(2.7108333333333356e-05+0j),(2.7108333333333356e-05+0j),0j,0j,0j,0j,0j,0j
line30,27,31,(0.0018488166666666664+0.0001394536j),(0.0018488166666666664+0.0001394536j),(0.0018488166666666664+0.0001394536j),(2.641166666666669e-05+0j),(2.641166666666669e-05+0j),(2.641166666666669e-05+0j),0j,0j,0j,0j,0j,0j
line31,28,32,(0.0021203861999999998+0.00019903499999999994j),(0.0021203861999999998+0.00019903499999999994j),(0.0021203861999999998+0.00019903499999999994j),(0.0009367913999999999+1.0615200000000008e-05j),(0.0009367913999999999+1.0615200000000008e-05j),(0.0009367913999999999+1.0615200000000008e-05j),0j,0j,0j,0j,0j,0j
line32,29,33,(0.0005807713+1.4482710000000002e-05j),(0.0005807713+1.4482710000000002e-05j),(0.0005807713+1.4482710000000002e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line33,30,34,(0.0043456+0.0003277824j),(0.0043456+0.0003277824j),(0.0043456+0.0003277824j),(6.208000000000006e-05+0j),(6.208000000000006e-05+0j),(6.208000000000006e-05+0j),0j,0j,0j,0j,0j,0j
line34,31,35,(6.261033333333332e-05+4.722608e-06j),(6.261033333333332e-05+4.722608e-06j),(6.261033333333332e-05+4.722608e-06j),(8.944333333333341e-07+0j),(8.944333333333341e-07+0j),(8.944333333333341e-07+0j),0j,0j,0j,0j,0j,0j
line35,32,36,(0.006680916666666666+0.000503932j),(0.006680916666666666+0.000503932j),(0.006680916666666666+0.000503932j),(9.544166666666675e-05+0j),(9.544166666666675e-05+0j),(9.544166666666675e-05+0j),0j,0j,0j,0j,0j,0j
line36,32,37,(0.006411495599999999+0.0006018299999999998j),(0.006411495599999999+0.0006018299999999998j),(0.006411495599999999+0.0006018299999999998j),(0.0028326131999999995+3.209760000000002e-05j),(0.0028326131999999995+3.209760000000002e-05j),(0.0028326131999999995+3.209760000000002e-05j),0j,0j,0j,0j,0j,0j
line37,33,38,(0.0005418255999999999+1.351152e-05j),(0.0005418255999999999+1.351152e-05j),(0.0005418255999999999+1.351152e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line38,35,39,(9.002233333333332e-05+6.790256e-06j),(9.002233333333332e-05+6.790256e-06j),(9.002233333333332e-05+6.790256e-06j),(1.2860333333333343e-06+0j),(1.2860333333333343e-06+0j),(1.2860333333333343e-06+0j),0j,0j,0j,0j,0j,0j
line39,36,40,(0.00046671333333333327+3.520352e-05j),(0.00046671333333333327+3.520352e-05j),(0.00046671333333333327+3.520352e-05j),(6.667333333333339e-06+0j),(6.667333333333339e-06+0j),(6.667333333333339e-06+0j),0j,0j,0j,0j,0j,0j
line40,36,41,(0.0021073499999999996+0.0001589544j),(0.0021073499999999996+0.0001589544j),(0.0021073499999999996+0.0001589544j),(3.0105000000000028e-05+0j),(3.0105000000000028e-05+0j),(3.0105000000000028e-05+0j),0j,0j,0j,0j,0j,0j
line41,37,42,(0.0044491515999999995+0.00041762999999999984j),(0.0044491515999999995+0.00041762999999999984j),(0.0044491515999999995+0.00041762999999999984j),(0.0019656451999999994+2.2273600000000017e-05j),(0.0019656451999999994+2.2273600000000017e-05j),(0.0019656451999999994+2.2273600000000017e-05j),0j,0j,0j,0j,0j,0j
line42,37,43,(6.589199999999999e-05+1.54615e-05j),(6.589199999999999e-05+1.54615e-05j),(6.589199999999999e-05+1.54615e-05j),(2.9911499999999993e-05+7.224999999999995e-07j),(2.9911499999999993e-05+7.224999999999995e-07j),(2.9911499999999993e-05+7.224999999999995e-07j),0j,0j,0j,0j,0j,0j
line43,38,44,(0.00013433686+3.3499620000000003e-06j),(0.00013433686+3.3499620000000003e-06j),(0.00013433686+3.3499620000000003e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line44,39,45,(0.00011544749999999999+8.70804e-06j),(0.00011544749999999999+8.70804e-06j),(0.00011544749999999999+8.70804e-06j),(1.6492500000000014e-06+0j),(1.6492500000000014e-06+0j),(1.6492500000000014e-06+0j),0j,0j,0j,0j,0j,0j
line45,40,46,(0.00021036166666666664+1.5867279999999998e-05j),(0.00021036166666666664+1.5867279999999998e-05j),(0.00021036166666666664+1.5867279999999998e-05j),(3.005166666666669e-06+0j),(3.005166666666669e-06+0j),(3.005166666666669e-06+0j),0j,0j,0j,0j,0j,0j
line46,41,47,(0.0050706833333333335+0.0003824744j),(0.0050706833333333335+0.0003824744j),(0.0050706833333333335+0.0003824744j),(7.24383333333334e-05+0j),(7.24383333333334e-05+0j),(7.24383333333334e-05+0j),0j,0j,0j,0j,0j,0j
line47,42,48,(0.0033620321999999992+0.0003155849999999999j),(0.0033620321999999992+0.0003155849999999999j),(0.0033620321999999992+0.0003155849999999999j),(0.0014853533999999997+1.6831200000000013e-05j),(0.0014853533999999997+1.6831200000000013e-05j),(0.0014853533999999997+1.6831200000000013e-05j),0j,0j,0j,0j,0j,0j
line48,43,49,(3.1725439999999996e-05+7.444346666666666e-06j),(3.1725439999999996e-05+7.444346666666666e-06j),(3.1725439999999996e-05+7.444346666666666e-06j),(1.4401679999999995e-05+3.478666666666664e-07j),(1.4401679999999995e-05+3.478666666666664e-07j),(1.4401679999999995e-05+3.478666666666664e-07j),0j,0j,0j,0j,0j,0j
line49,44,50,(0.00019097287999999998+4.762296000000001e-06j),(0.00019097287999999998+4.762296000000001e-06j),(0.00019097287999999998+4.762296000000001e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line50,45,51,(0.00028116666666666665+2.1207999999999998e-05j),(0.00028116666666666665+2.1207999999999998e-05j),(0.00028116666666666665+2.1207999999999998e-05j),(4.01666666666667e-06+0j),(4.01666666666667e-06+0j),(4.01666666666667e-06+0j),0j,0j,0j,0j,0j,0j
line51,46,52,(0.00022293833333333332+1.681592e-05j),(0.00022293833333333332+1.681592e-05j),(0.00022293833333333332+1.681592e-05j),(3.1848333333333364e-06+0j),(3.1848333333333364e-06+0j),(3.1848333333333364e-06+0j),0j,0j,0j,0j,0j,0j
line52,48,53,(0.0004847373199999999+4.550099999999999e-05j),(0.0004847373199999999+4.550099999999999e-05j),(0.0004847373199999999+4.550099999999999e-05j),(0.00021415803999999997+2.426720000000002e-06j),(0.00021415803999999997+2.426720000000002e-06j),(0.00021415803999999997+2.426720000000002e-06j),0j,0j,0j,0j,0j,0j
line53,48,54,(0.00051095251+4.796174999999999e-05j),(0.00051095251+4.796174999999999e-05j),(0.00051095251+4.796174999999999e-05j),(0.00022573996999999997+2.557960000000002e-06j),(0.00022573996999999997+2.557960000000002e-06j),(0.00022573996999999997+2.557960000000002e-06j),0j,0j,0j,0j,0j,0j
line54,49,55,(3.534e-05+8.2925e-06j),(3.534e-05+8.2925e-06j),(3.534e-05+8.2925e-06j),(1.6042499999999998e-05+3.874999999999998e-07j),(1.6042499999999998e-05+3.874999999999998e-07j),(1.6042499999999998e-05+3.874999999999998e-07j),0j,0j,0j,0j,0j,0j
line55,50,56,(0.00034802608+8.678736e-06j),(0.00034802608+8.678736e-06j),(0.00034802608+8.678736e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line56,51,57,(0.00024072999999999998+1.815792e-05j),(0.00024072999999999998+1.815792e-05j),(0.00024072999999999998+1.815792e-05j),(3.439000000000003e-06+0j),(3.439000000000003e-06+0j),(3.439000000000003e-06+0j),0j,0j,0j,0j,0j,0j
line57,52,58,(0.0002123333333333333+1.6016e-05j),(0.0002123333333333333+1.6016e-05j),(0.0002123333333333333+1.6016e-05j),(3.0333333333333358e-06+0j),(3.0333333333333358e-06+0j),(3.0333333333333358e-06+0j),0j,0j,0j,0j,0j,0j
line58,53,59,(0.0021957318999999997+0.00020610749999999995j),(0.0021957318999999997+0.00020610749999999995j),(0.0021957318999999997+0.00020610749999999995j),(0.0009700792999999999+1.0992400000000008e-05j),(0.0009700792999999999+1.0992400000000008e-05j),(0.0009700792999999999+1.0992400000000008e-05j),0j,0j,0j,0j,0j,0j
line59,54,60,(5.222903199999999e-05+4.902599999999999e-06j),(5.222903199999999e-05+4.902599999999999e-06j),(5.222903199999999e-05+4.902599999999999e-06j),(2.3074903999999996e-05+2.614720000000002e-07j),(2.3074903999999996e-05+2.614720000000002e-07j),(2.3074903999999996e-05+2.614720000000002e-07j),0j,0j,0j,0j,0j,0j
line60,55,61,(3.0485119999999995e-05+7.153306666666667e-06j),(3.0485119999999995e-05+7.153306666666667e-06j),(3.0485119999999995e-05+7.153306666666667e-06j),(1.3838639999999996e-05+3.3426666666666646e-07j),(1.3838639999999996e-05+3.3426666666666646e-07j),(1.3838639999999996e-05+3.3426666666666646e-07j),0j,0j,0j,0j,0j,0j
line61,56,62,(0.00030965999999999996+7.722e-06j),(0.00030965999999999996+7.722e-06j),(0.00030965999999999996+7.722e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line62,57,63,(0.0011539733333333331+8.704256e-05j),(0.0011539733333333331+8.704256e-05j),(0.0011539733333333331+8.704256e-05j),(1.6485333333333346e-05+0j),(1.6485333333333346e-05+0j),(1.6485333333333346e-05+0j),0j,0j,0j,0j,0j,0j
line63,58,64,(0.00012716666666666665+9.591999999999999e-06j),(0.00012716666666666665+9.591999999999999e-06j),(0.00012716666666666665+9.591999999999999e-06j),(1.8166666666666682e-06+0j),(1.8166666666666682e-06+0j),(1.8166666666666682e-06+0j),0j,0j,0j,0j,0j,0j
line64,59,65,(0.0004463853199999999+4.1900999999999984e-05j),(0.0004463853199999999+4.1900999999999984e-05j),(0.0004463853199999999+4.1900999999999984e-05j),(0.00019721403999999998+2.234720000000002e-06j),(0.00019721403999999998+2.234720000000002e-06j),(0.00019721403999999998+2.234720000000002e-06j),0j,0j,0j,0j,0j,0j
line65,59,66,(0.009634683333333333+0.0007267304j),(0.009634683333333333+0.0007267304j),(0.009634683333333333+0.0007267304j),(0.00013763833333333344+0j),(0.00013763833333333344+0j),(0.00013763833333333344+0j),0j,0j,0j,0j,0j,0j
line66,60,67,(5.912599999999999e-05+5.5499999999999985e-06j),(5.912599999999999e-05+5.5499999999999985e-06j),(5.912599999999999e-05+5.5499999999999985e-06j),(2.6121999999999995e-05+2.960000000000002e-07j),(2.6121999999999995e-05+2.960000000000002e-07j),(2.6121999999999995e-05+2.960000000000002e-07j),0j,0j,0j,0j,0j,0j
line67,61,68,(2.9196767999999997e-05+6.850996000000001e-06j),(2.9196767999999997e-05+6.850996000000001e-06j),(2.9196767999999997e-05+6.850996000000001e-06j),(1.3253795999999997e-05+3.201399999999998e-07j),(1.3253795999999997e-05+3.201399999999998e-07j),(1.3253795999999997e-05+3.201399999999998e-07j),0j,0j,0j,0j,0j,0j
line68,62,69,(0.0003304667699999999+8.240859e-06j),(0.0003304667699999999+8.240859e-06j),(0.0003304667699999999+8.240859e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line69,63,70,(0.0040789+0.0003076656j),(0.0040789+0.0003076656j),(0.0040789+0.0003076656j),(5.827000000000005e-05+0j),(5.827000000000005e-05+0j),(5.827000000000005e-05+0j),0j,0j,0j,0j,0j,0j
line70,64,71,(0.00024949166666666665+1.88188e-05j),(0.00024949166666666665+1.88188e-05j),(0.00024949166666666665+1.88188e-05j),(3.56416666666667e-06+0j),(3.56416666666667e-06+0j),(3.56416666666667e-06+0j),0j,0j,0j,0j,0j,0j
line71,65,72,(0.0052738794+0.0004950449999999998j),(0.0052738794+0.0004950449999999998j),(0.0052738794+0.0004950449999999998j),(0.0023300117999999997+2.640240000000002e-05j),(0.0023300117999999997+2.640240000000002e-05j),(0.0023300117999999997+2.640240000000002e-05j),0j,0j,0j,0j,0j,0j
line72,66,73,(0.004709366666666666+0.0003552208j),(0.004709366666666666+0.0003552208j),(0.004709366666666666+0.0003552208j),(6.727666666666672e-05+0j),(6.727666666666672e-05+0j),(6.727666666666672e-05+0j),0j,0j,0j,0j,0j,0j
line73,66,74,(0.004709366666666666+0.0003552208j),(0.004709366666666666+0.0003552208j),(0.004709366666666666+0.0003552208j),(6.727666666666672e-05+0j),(6.727666666666672e-05+0j),(6.727666666666672e-05+0j),0j,0j,0j,0j,0j,0j
line74,67,75,(0.00014342849+1.3463249999999997e-05j),(0.00014342849+1.3463249999999997e-05j),(0.00014342849+1.3463249999999997e-05j),(6.336703e-05+7.180400000000006e-07j),(6.336703e-05+7.180400000000006e-07j),(6.336703e-05+7.180400000000006e-07j),0j,0j,0j,0j,0j,0j
line75,68,76,(7.159503999999998e-05+1.6799713333333333e-05j),(7.159503999999998e-05+1.6799713333333333e-05j),(7.159503999999998e-05+1.6799713333333333e-05j),(3.250037999999999e-05+7.850333333333328e-07j),(3.250037999999999e-05+7.850333333333328e-07j),(3.250037999999999e-05+7.850333333333328e-07j),0j,0j,0j,0j,0j,0j
line76,69,77,(0.0015446079+3.851793000000001e-05j),(0.0015446079+3.851793000000001e-05j),(0.0015446079+3.851793000000001e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line77,71,78,(0.0012644333333333333+9.53744e-05j),(0.0012644333333333333+9.53744e-05j),(0.0012644333333333333+9.53744e-05j),(1.806333333333335e-05+0j),(1.806333333333335e-05+0j),(1.806333333333335e-05+0j),0j,0j,0j,0j,0j,0j
line78,72,79,(0.0018383391999999999+0.00017255999999999996j),(0.0018383391999999999+0.00017255999999999996j),(0.0018383391999999999+0.00017255999999999996j),(0.0008121824+9.203200000000009e-06j),(0.0008121824+9.203200000000009e-06j),(0.0008121824+9.203200000000009e-06j),0j,0j,0j,0j,0j,0j
line79,75,80,(8.279237999999999e-05+7.771499999999998e-06j),(8.279237999999999e-05+7.771499999999998e-06j),(8.279237999999999e-05+7.771499999999998e-06j),(3.657786e-05+4.1448000000000036e-07j),(3.657786e-05+4.1448000000000036e-07j),(3.657786e-05+4.1448000000000036e-07j),0j,0j,0j,0j,0j,0j
line80,76,81,(0.00022705759999999998+5.327886666666667e-05j),(0.00022705759999999998+5.327886666666667e-05j),(0.00022705759999999998+5.327886666666667e-05j),(0.00010307219999999998+2.489666666666665e-06j),(0.00010307219999999998+2.489666666666665e-06j),(0.00010307219999999998+2.489666666666665e-06j),0j,0j,0j,0j,0j,0j
line81,77,82,(0.0020281936+5.057712e-05j),(0.0020281936+5.057712e-05j),(0.0020281936+5.057712e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line82,78,83,(0.004764666666666665+0.00035939199999999994j),(0.004764666666666665+0.00035939199999999994j),(0.004764666666666665+0.00035939199999999994j),(6.806666666666672e-05+0j),(6.806666666666672e-05+0j),(6.806666666666672e-05+0j),0j,0j,0j,0j,0j,0j
line83,79,84,(0.0004011858899999999+3.765824999999999e-05j),(0.0004011858899999999+3.765824999999999e-05j),(0.0004011858899999999+3.765824999999999e-05j),(0.00017724482999999995+2.0084400000000012e-06j),(0.00017724482999999995+2.0084400000000012e-06j),(0.00017724482999999995+2.0084400000000012e-06j),0j,0j,0j,0j,0j,0j
line84,80,85,(8.886478e-05+8.341499999999998e-06j),(8.886478e-05+8.341499999999998e-06j),(8.886478e-05+8.341499999999998e-06j),(3.926065999999999e-05+4.4488000000000037e-07j),(3.926065999999999e-05+4.4488000000000037e-07j),(3.926065999999999e-05+4.4488000000000037e-07j),0j,0j,0j,0j,0j,0j
line85,81,86,(0.0004373952+0.00010263440000000001j),(0.0004373952+0.00010263440000000001j),(0.0004373952+0.00010263440000000001j),(0.00019855439999999996+4.795999999999997e-06j),(0.00019855439999999996+4.795999999999997e-06j),(0.00019855439999999996+4.795999999999997e-06j),0j,0j,0j,0j,0j,0j
line86,82,87,(0.0012324864999999998+3.0734550000000005e-05j),(0.0012324864999999998+3.0734550000000005e-05j),(0.0012324864999999998+3.0734550000000005e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line87,84,88,(0.0008135417999999999+7.636499999999998e-05j),(0.0008135417999999999+7.636499999999998e-05j),(0.0008135417999999999+7.636499999999998e-05j),(0.00035942459999999994+4.072800000000004e-06j),(0.00035942459999999994+4.072800000000004e-06j),(0.00035942459999999994+4.072800000000004e-06j),0j,0j,0j,0j,0j,0j
line88,85,89,(8.37352e-05+7.859999999999998e-06j),(8.37352e-05+7.859999999999998e-06j),(8.37352e-05+7.859999999999998e-06j),(3.69944e-05+4.1920000000000037e-07j),(3.69944e-05+4.1920000000000037e-07j),(3.69944e-05+4.1920000000000037e-07j),0j,0j,0j,0j,0j,0j
line89,86,90,(0.00010412303999999998+2.443238e-05j),(0.00010412303999999998+2.443238e-05j),(0.00010412303999999998+2.443238e-05j),(4.7266379999999984e-05+1.1416999999999992e-06j),(4.7266379999999984e-05+1.1416999999999992e-06j),(4.7266379999999984e-05+1.1416999999999992e-06j),0j,0j,0j,0j,0j,0j
line90,87,91,(0.00044487819999999996+1.1093940000000002e-05j),(0.00044487819999999996+1.1093940000000002e-05j),(0.00044487819999999996+1.1093940000000002e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line91,88,92,(0.0007672077899999999+7.201574999999998e-05j),(0.0007672077899999999+7.201574999999998e-05j),(0.0007672077899999999+7.201574999999998e-05j),(0.00033895412999999995+3.840840000000003e-06j),(0.00033895412999999995+3.840840000000003e-06j),(0.00033895412999999995+3.840840000000003e-06j),0j,0j,0j,0j,0j,0j
line92,90,93,(1.9853328e-05+4.658566000000001e-06j),(1.9853328e-05+4.658566000000001e-06j),(1.9853328e-05+4.658566000000001e-06j),(9.012365999999999e-06+2.1768999999999988e-07j),(9.012365999999999e-06+2.1768999999999988e-07j),(9.012365999999999e-06+2.1768999999999988e-07j),0j,0j,0j,0j,0j,0j
line93,91,94,(0.00013809645+3.443715000000001e-06j),(0.00013809645+3.443715000000001e-06j),(0.00013809645+3.443715000000001e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line94,92,95,(0.00044592988999999993+4.185824999999999e-05j),(0.00044592988999999993+4.185824999999999e-05j),(0.00044592988999999993+4.185824999999999e-05j),(0.00019701282999999998+2.232440000000002e-06j),(0.00019701282999999998+2.232440000000002e-06j),(0.00019701282999999998+2.232440000000002e-06j),0j,0j,0j,0j,0j,0j
line95,93,96,(2.6159808e-05+6.1383760000000006e-06j),(2.6159808e-05+6.1383760000000006e-06j),(2.6159808e-05+6.1383760000000006e-06j),(1.1875175999999997e-05+2.8683999999999983e-07j),(1.1875175999999997e-05+2.8683999999999983e-07j),(1.1875175999999997e-05+2.8683999999999983e-07j),0j,0j,0j,0j,0j,0j
line96,94,97,(0.00014597689999999998+3.64023e-06j),(0.00014597689999999998+3.64023e-06j),(0.00014597689999999998+3.64023e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line97,95,98,(0.00029450340999999993+2.7644249999999992e-05j),(0.00029450340999999993+2.7644249999999992e-05j),(0.00029450340999999993+2.7644249999999992e-05j),(0.00013011226999999997+1.474360000000001e-06j),(0.00013011226999999997+1.474360000000001e-06j),(0.00013011226999999997+1.474360000000001e-06j),0j,0j,0j,0j,0j,0j
