,name,number,v_base,load_type,connect,Pa,Pb,Pc,Qa,Qb,Qc
94,94,95,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
95,95,96,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
96,96,97,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
97,97,98,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
98,98,99,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
99,99,100,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
100,100,101,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
101,101,102,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
102,102,103,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
103,103,104,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
104,104,105,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
105,105,106,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
106,106,107,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
107,107,108,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
108,108,109,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
109,109,110,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
110,110,111,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
111,111,112,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
112,112,113,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
113,113,114,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
114,114,115,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
115,115,116,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
116,116,117,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
117,117,118,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
118,118,119,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
119,119,120,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
120,120,121,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
121,121,122,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
122,122,123,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
123,123,124,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
124,124,125,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
125,125,126,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
126,126,127,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
127,127,128,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
128,128,129,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
129,129,130,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
130,130,131,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
131,131,132,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
132,132,133,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
133,133,134,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
134,134,135,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
135,135,136,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
136,136,137,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
137,137,138,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
138,138,139,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
139,139,140,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
140,140,141,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
141,141,142,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
142,142,143,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
143,143,144,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
144,144,145,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
145,145,146,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
146,146,147,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
147,147,148,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
148,148,149,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
149,149,150,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
150,150,151,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
151,151,152,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
152,152,153,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
153,153,154,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
154,154,155,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
155,155,156,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
156,156,157,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
157,157,158,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
158,158,159,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
159,159,160,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
160,160,161,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
161,161,162,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
162,162,163,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
163,163,164,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
164,164,165,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
165,165,166,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
166,166,167,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
167,167,168,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
168,168,169,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
169,169,170,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
170,170,171,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
171,171,172,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
172,172,173,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
173,173,174,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
174,174,175,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
175,175,176,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
176,176,177,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
177,177,178,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
178,178,179,240.17771198288432,PQ,Y,0.0,1.0,0.0,0.0,0.3286841051788632,0.0
179,179,180,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
180,180,181,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
181,181,182,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
182,182,183,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
183,183,184,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
184,184,185,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
185,185,186,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
186,186,187,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
187,187,188,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
188,188,189,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
189,189,190,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
190,190,191,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
191,191,192,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
192,192,193,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
193,193,194,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
194,194,195,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
195,195,196,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
196,196,197,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
197,197,198,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
198,198,199,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
199,199,200,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
200,200,201,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
201,201,202,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
202,202,203,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
203,203,204,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
204,204,205,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
205,205,206,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
206,206,207,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
207,207,208,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
208,208,209,240.17771198288432,PQ,Y,0.0,0.0,1.0,0.0,0.0,0.3286841051788632
209,209,210,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
210,210,211,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
211,211,212,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
212,212,213,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
213,213,214,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
214,214,215,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
215,215,216,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
216,216,217,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
217,217,218,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
218,218,219,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
219,219,220,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
220,220,221,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
221,221,222,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
222,222,223,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
223,223,224,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
224,224,225,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
225,225,226,240.17771198288432,PQ,Y,1.0,0.0,0.0,0.3286841051788632,0.0,0.0
226,226,227,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
227,227,228,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
228,228,229,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
229,229,230,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
230,230,231,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
231,231,232,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
232,232,233,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
233,233,234,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
234,234,235,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
235,235,236,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
236,236,237,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
237,237,238,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
238,238,239,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
239,239,240,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
240,240,241,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
241,241,242,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
242,242,243,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
243,243,244,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
244,244,245,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
245,245,246,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
246,246,247,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
247,247,248,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
248,248,249,240.17771198288432,PQ,Y,0.0,1.0,0.0,0.0,0.3286841051788632,0.0
249,249,250,240.17771198288432,PQ,Y,0.0,1.0,0.0,0.0,0.3286841051788632,0.0
250,250,251,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
251,251,252,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
252,252,253,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
253,253,254,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
254,254,255,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
255,255,256,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
256,256,257,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
257,257,258,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
258,258,259,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
259,259,260,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
260,260,261,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
261,261,262,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
262,262,263,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
263,263,264,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
264,264,265,240.17771198288432,PQ,Y,0.0,0.0,1.0,0.0,0.0,0.3286841051788632
265,265,266,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
266,266,267,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
267,267,268,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
268,268,269,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
269,269,270,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
270,270,271,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
271,271,272,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
272,272,273,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
273,273,274,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
274,274,275,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
275,275,276,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
276,276,277,240.17771198288432,PQ,Y,0.0,1.0,0.0,0.0,0.3286841051788632,0.0
277,277,278,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
278,278,279,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
279,279,280,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
280,280,281,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
281,281,282,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
282,282,283,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
283,283,284,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
284,284,285,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
285,285,286,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
286,286,287,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
287,287,288,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
288,288,289,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
289,289,290,240.17771198288432,PQ,Y,1.0,0.0,0.0,0.3286841051788632,0.0,0.0
290,290,291,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
291,291,292,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
292,292,293,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
293,293,294,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
294,294,295,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
295,295,296,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
296,296,297,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
297,297,298,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
298,298,299,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
299,299,300,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
300,300,301,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
301,301,302,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
302,302,303,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
303,303,304,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
304,304,305,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
305,305,306,240.17771198288432,0.0,Y,0.0,0.0,0.0,0.0,0.0,0.0
