,bus,vLN,sInjkW
63,20.1,(217.03322650724743-126.12570398834772j),-0j
64,20.2,(-217.87594837473486-124.81101410273729j),(-0+0j)
65,20.3,(0.6070977992588951+251.51902325071862j),0j
66,21.1,(216.90791070294404-125.99268237011012j),-0j
67,21.2,(-217.74109704950146-124.72809650835103j),(-0+0j)
68,21.3,(0.5880413251737583+251.4384626324708j),0j
69,22.1,(217.03322650724738-126.12570398834772j),-0j
70,22.2,(-217.87594837473483-124.81101410273723j),(-0+0j)
71,22.3,(0.6070977992588965+251.5190232507186j),0j
72,23.1,(216.8941555433959-125.97808138987145j),-0j
73,23.2,(-217.7262952333682-124.71899514442912j),(-0+0j)
74,23.3,(0.5859496110207826+251.42961997959492j),0j
75,24.1,(217.0332265072473-126.12570398834767j),-0j
76,24.2,(-217.87594837473478-124.8110141027372j),(-0+0j)
77,24.3,(0.6070977992588998+251.51902325071848j),0j
78,25.1,(216.86913157783556-125.95151867168835j),-0j
79,25.2,(-217.69936714606737-124.7024375598704j),(-0+0j)
80,25.3,(0.5821442765393748+251.41353305306734j),0j
81,26.1,(217.03322650724724-126.12570398834764j),-0j
82,26.2,(-217.87594837473472-124.81101410273716j),(-0+0j)
83,26.3,(0.6070977992589017+251.5190232507184j),0j
84,27.1,(216.82741599318464-125.91120158872793j),-0j
85,27.2,(-217.69991651367548-124.70182016353365j),(-0+0j)
86,27.3,(0.5815949089395813+251.41415044941826j),0j
87,28.1,(216.60470193307668-125.66444850292689j),-0j
88,28.2,(-217.34203159466435-124.51680349343955j),(-0+0j)
89,28.3,(0.5543519984226937+251.19009097465454j),0j
90,29.1,(217.0332265072472-126.12570398834764j),-0j
91,29.2,(-217.8759483747347-124.81101410273715j),(-0+0j)
92,29.3,(0.6070977992589037+251.51902325071842j),0j
93,30.1,(216.82167082541835-125.90564898942615j),-0j
94,30.2,(-217.69999217382565-124.70173513374947j),(-0+0j)
95,30.3,(0.5815192487895029+251.41423547920246j),0j
96,31.1,(216.8218182883582-125.90579158069146j),-0j
97,31.2,(-217.69999023191218-124.7017373172446j),(-0+0j)
98,31.3,(0.5815211907050357+251.41423329571097j),0j
99,32.1,(216.53430655245538-125.58802585442452j),-0j
100,32.2,(-217.24690318281986-124.46738475003578j),(-0+0j)
101,32.3,(0.5469532515909696+251.13060713663418j),0j
102,33.1,(217.03322650724704-126.12570398834754j),-0j
103,33.2,(-217.87594837473455-124.81101410273703j),(-0+0j)
104,33.3,(0.607097799258909+251.51902325071822j),0j
105,34.1,(216.80851398502753-125.89293314443435j),(1.0000012440332298+0.32868485515967366j)
106,34.2,(-217.7001654409188-124.7015404095317j),(-0+0j)
107,34.3,(0.5813459816963469+251.41443020342024j),0j
108,35.1,(216.82162872160916-125.90560837031012j),-0j
109,35.2,(-217.69999272838652-124.70173451164801j),(-0+0j)
110,35.3,(0.581518694230765+251.41423610130772j),0j
111,36.1,(216.53509288628058-125.58786416226103j),-0j
112,36.2,(-217.19271354989445-124.45191445589843j),(-0+0j)
113,36.3,(0.547739585412992+251.13076882880517j),0j
114,37.1,(216.29816603313452-125.36200698061086j),-0j
115,37.2,(-217.0110636898645-124.33377576810234j),(-0+0j)
116,37.3,(0.5012981449562613+250.94568019295474j),0j
117,38.1,(217.0332265072469-126.12570398834747j),-0j
118,38.2,(-217.8759483747344-124.81101410273695j),(-0+0j)
119,38.3,(0.6070977992589124+251.51902325071808j),0j
120,39.1,(216.82135615891602-125.90534494692393j),-0j
121,39.2,(-217.69999631786493-124.70173047770754j),(-0+0j)
122,39.3,(0.5815151047523706+251.41424013524826j),0j
123,40.1,(216.53512035208132-125.58785851450688j),-0j
124,40.2,(-217.19082076400278-124.45137409367136j),(-0+0j)
125,40.3,(0.5477670512134623+251.1307744765599j),0j
126,41.1,(216.5352169019125-125.58783866127713j),-0j
127,41.2,(-217.18416710085774-124.44947458448745j),(-0+0j)
128,41.3,(0.5478636010448793+251.13079432978913j),0j
129,42.1,(216.13430021541478-125.20516491181476j),-0j
130,42.2,(-216.84740676435615-124.24106001926164j),(-0+0j)
131,42.3,(0.4696165369464852+250.81735319119423j),0j
132,43.1,(216.2981660331343-125.3620069806106j),-0j
133,43.2,(-217.01106368986538-124.33377576810243j),(-0+0j)
134,43.3,(0.5012981449554766+250.94568019295411j),0j
135,44.1,(217.0332265072468-126.12570398834744j),-0j
136,44.2,(-217.87594837473432-124.81101410273689j),(-0+0j)
137,44.3,(0.6070977992589127+251.519023250718j),0j
138,45.1,(216.82100661585983-125.90500712440529j),-0j
139,45.2,(-217.7000009211261-124.70172530445411j),(-0+0j)
140,45.3,(0.5815105014912609+251.41424530850165j),0j
141,46.1,(216.5351327317396-125.58785596889501j),-0j
142,46.2,(-217.189967628756-124.45113053624424j),(-0+0j)
143,46.3,(0.5477794308717066+251.13077702217197j),0j
144,47.1,(216.53551530701733-125.5877773010787j),-0j
145,47.2,(-217.16360272536738-124.4436037916438j),(1.0000013882156058+0.32868571835303695j)
146,47.3,(0.5481620061497078+251.13085568998753j),0j
147,48.1,(216.01047387610706-125.08664611699398j),-0j
148,48.2,(-216.72373827589374-124.17099872194603j),(-0+0j)
149,48.3,(0.44567611057918965+250.72038200413732j),0j
150,49.1,(216.29816603313418-125.36200698061045j),-0j
151,49.2,(-217.01106368986575-124.33377576810244j),(-0+0j)
152,49.3,(0.501298144955086+250.94568019295394j),0j
153,50.1,(217.03322650724675-126.12570398834741j),-0j
154,50.2,(-217.87594837473426-124.81101410273686j),(-0+0j)
155,50.3,(0.6070977992589133+251.51902325071794j),0j
156,51.1,(216.82015532106368-125.90418437439772j),-0j
157,51.2,(-217.70001213214053-124.70171270525178j),(-0+0j)
158,51.3,(0.5814992904768663+251.41425790770396j),0j
159,52.1,(216.53514585152715-125.58785327109138j),-0j
160,52.2,(-217.18906348803006-124.45087241751122j),(-0+0j)
161,52.3,(0.5477925506592682+251.13077971997575j),0j
162,53.1,(215.99262061228106-125.06955809417055j),-0j
163,53.2,(-216.70590777097942-124.16089729415755j),(-0+0j)
164,53.3,(0.4422243833421683+250.706400712306j),0j
165,54.1,(216.010473876106-125.08664611699247j),-0j
166,54.2,(-216.72373827589328-124.17099872194422j),(-0+0j)
167,54.3,(0.4456761105790435+250.7203820041386j),0j
168,55.1,(216.29816603313415-125.36200698061029j),-0j
169,55.2,(-217.01106368986612-124.33377576810254j),(-0+0j)
170,55.3,(0.5012981449547129+250.94568019295374j),0j
171,56.1,(217.0332265072468-126.12570398834742j),-0j
172,56.2,(-217.87594837473432-124.81101410273689j),(-0+0j)
173,56.3,(0.6070977992589116+251.519023250718j),0j
174,57.1,(216.8194264572951-125.90347995017963j),-0j
175,57.2,(-217.70002173081565-124.70170191803429j),(-0+0j)
176,57.3,(0.5814896918017227+251.41426869492142j),0j
177,58.1,(216.53515834721682-125.58785070162014j),-0j
178,58.2,(-217.18820235656247-124.45062657728192j),(-0+0j)
179,58.3,(0.5478050463489255+251.1307822894471j),0j
180,59.1,(215.91175004737028-124.99215386867944j),-0j
181,59.2,(-216.6251402979209-124.11514049699008j),(-0+0j)
182,59.3,(0.42658897156005215+250.6430691568207j),0j
183,60.1,(216.01047387610592-125.08664611699237j),-0j
184,60.2,(-216.72373827589323-124.17099872194404j),(-0+0j)
185,60.3,(0.4456761105790571+250.72038200413863j),0j
186,61.1,(216.2981660331341-125.3620069806102j),-0j
187,61.2,(-217.0110636898664-124.33377576810263j),(-0+0j)
188,61.3,(0.5012981449544374+250.94568019295357j),0j
189,62.1,(217.0332265072468-126.12570398834744j),-0j
190,62.2,(-217.8759483747343-124.8110141027369j),(-0+0j)
191,62.3,(0.6070977992589135+251.51902325071802j),0j
192,63.1,(216.81593254564038-125.9001031929702j),-0j
193,63.2,(-217.70006774342374-124.70165020798025j),(-0+0j)
194,63.3,(0.5814436791935872+251.41432040497543j),0j
195,64.1,(216.53516583089907-125.58784916276099j),-0j
196,64.2,(-217.1876866239802-124.45047934329843j),(-0+0j)
197,64.3,(0.547812530031191+251.13078382830628j),0j
198,65.1,(215.89808223125846-124.97899400013874j),-0j
199,65.2,(-216.6075979745912-124.10706792991783j),(-0+0j)
200,65.3,(0.4245328946486292+250.62896440834402j),0j
201,66.1,(215.85301908807577-124.9355519712594j),-0j
202,66.2,(-216.62591391870086-124.11427354534516j),(-0+0j)
203,66.3,(0.42581535077997285+250.64393610846517j),0j
204,67.1,(216.01047387610592-125.08664611699227j),-0j
205,67.2,(-216.72373827589303-124.1709987219439j),(-0+0j)
206,67.3,(0.4456761105790841+250.72038200413868j),0j
207,68.1,(216.29816603313404-125.36200698061016j),-0j
208,68.2,(-217.01106368986675-124.33377576810273j),(-0+0j)
209,68.3,(0.5012981449540979+250.94568019295343j),0j
210,69.1,(217.03322650724684-126.12570398834744j),-0j
211,69.2,(-217.87594837473432-124.81101410273689j),(-0+0j)
212,69.3,(0.6070977992589147+251.51902325071805j),0j
213,70.1,(216.80358276611216-125.88816751422995j),(1.0000012459893721+0.32868485537162156j)
214,70.2,(-217.70023038221433-124.70146743067234j),(-0+0j)
215,70.3,(0.5812810404029838+251.4145031822833j),0j
216,71.1,(216.53518051333444-125.58784614363226j),-0j
217,71.2,(-217.18667479450568-124.45019048102895j),(-0+0j)
218,71.3,(0.5478272124665289+251.13078684743505j),0j
219,72.1,(215.73660197954365-124.82351496332072j),-0j
220,72.2,(-216.40034183624758-124.01169350051825j),(-0+0j)
221,72.3,(0.4002410974450488+250.46232196043974j),0j
222,73.1,(215.83866544445138-124.92171866300433j),(1.000003004226305+0.32868457337535967j)
223,73.2,(-216.62610298894782-124.11406166535716j),(-0+0j)
224,73.3,(0.4256262805330065+250.64414798845317j),0j
225,74.1,(215.83866544445138-124.92171866300433j),(1.000003004226305+0.32868457337535967j)
226,74.2,(-216.62610298894782-124.11406166535716j),(-0+0j)
227,74.3,(0.4256262805330065+250.64414798845317j),0j
228,75.1,(216.01047387610592-125.08664611699218j),-0j
229,75.2,(-216.7237382758928-124.17099872194372j),(-0+0j)
230,75.3,(0.44567611057911893+250.72038200413866j),0j
231,76.1,(216.2981660331339-125.36200698060999j),-0j
232,76.2,(-217.01106368986729-124.33377576810277j),(-0+0j)
233,76.3,(0.5012981449533727+250.94568019295298j),0j
234,77.1,(217.03322650724678-126.12570398834741j),-0j
235,77.2,(-217.8759483747343-124.81101410273686j),(-0+0j)
236,77.3,(0.6070977992589228+251.519023250718j),0j
237,78.1,(216.53525492447983-125.58783084257213j),-0j
238,78.2,(-217.18154680393062-124.44872651597083j),(-0+0j)
239,78.3,(0.5479016236118505+251.1308021484952j),0j
240,79.1,(215.6803141022074-124.76931895569851j),-0j
241,79.2,(-216.32809765797583-123.97844841868282j),(-0+0j)
242,79.3,(0.3917735994893758+250.40423467380856j),0j
243,80.1,(216.01047387610598-125.08664611699218j),-0j
244,80.2,(-216.72373827589274-124.1709987219437j),(-0+0j)
245,80.3,(0.44567611057915635+250.7203820041386j),0j
246,81.1,(216.2981660331336-125.36200698060972j),-0j
247,81.2,(-217.0110636898689-124.33377576810292j),(-0+0j)
248,81.3,(0.5012981449511978+250.9456801929515j),0j
249,82.1,(217.03322650724672-126.12570398834738j),-0j
250,82.2,(-217.87594837473424-124.81101410273682j),(-0+0j)
251,82.3,(0.6070977992589337+251.5190232507179j),0j
252,83.1,(216.53553532226312-125.58777318476656j),-0j
253,83.2,(-217.16222339231555-124.44320996928569j),(1.0000013887284624+0.3286857184128862j)
254,83.3,(0.5481820213951123+251.13085980630078j),0j
255,84.1,(215.6680302417722-124.75749160982437j),-0j
256,84.2,(-216.3123316094918-123.97119325176678j),(-0+0j)
257,84.3,(0.3899257137980628+250.39155812326513j),0j
258,85.1,(216.0104738761059-125.08664611699217j),-0j
259,85.2,(-216.72373827589269-124.17099872194369j),(-0+0j)
260,85.3,(0.44567611057915557+250.72038200413857j),0j
261,86.1,(216.29816603313316-125.36200698060918j),-0j
262,86.2,(-217.01106368987215-124.33377576810331j),(-0+0j)
263,86.3,(0.5012981449469356+250.94568019294874j),0j
264,87.1,(217.03322650724672-126.12570398834738j),-0j
265,87.2,(-217.87594837473426-124.81101410273682j),(-0+0j)
266,87.3,(0.6070977992589396+251.5190232507179j),0j
267,88.1,(215.64312050746054-124.73350761514367j),-0j
268,88.2,(-216.2803605462459-123.9564809159161j),(-0+0j)
269,88.3,(0.3861784926494898+250.3658520752613j),0j
270,89.1,(216.0104738761058-125.08664611699213j),-0j
271,89.2,(-216.7237382758927-124.17099872194368j),(-0+0j)
272,89.3,(0.4456761105791338+250.72038200413863j),0j
273,90.1,(216.29816603313301-125.36200698060905j),-0j
274,90.2,(-217.01106368987303-124.33377576810337j),(-0+0j)
275,90.3,(0.5012981449458588+250.94568019294817j),0j
276,91.1,(217.03322650724675-126.12570398834738j),-0j
277,91.2,(-217.87594837473426-124.81101410273683j),(-0+0j)
278,91.3,(0.6070977992589429+251.51902325071794j),0j
279,92.1,(215.61962946838835-124.71088959163916j),-0j
280,92.2,(-216.2502103452645-123.94260649830946j),(-0+0j)
281,92.3,(0.38264468866295914+250.34161007530665j),0j
282,93.1,(216.29816603313296-125.36200698060907j),-0j
283,93.2,(-217.01106368987317-124.33377576810335j),(-0+0j)
284,93.3,(0.5012981449455989+250.9456801929481j),0j
285,94.1,(217.03322650724678-126.12570398834737j),-0j
286,94.2,(-217.8759483747343-124.81101410273685j),(-0+0j)
287,94.3,(0.6070977992589417+251.519023250718j),0j
288,95.1,(215.60597559703046-124.69774314961278j),-0j
289,95.2,(-216.23268591970157-123.93454216737084j),(-0+0j)
290,95.3,(0.38059070948866713+250.32751971736977j),0j
291,96.1,(216.29816603313293-125.36200698060905j),-0j
292,96.2,(-217.01106368987328-124.33377576810335j),(-0+0j)
293,96.3,(0.5012981449454148+250.94568019294803j),0j
294,97.1,(217.0332265072468-126.12570398834738j),-0j
295,97.2,(-217.8759483747343-124.81101410273689j),(-0+0j)
296,97.3,(0.6070977992589404+251.51902325071802j),0j
297,98.1,(215.59695823406656-124.6890609058499j),-0j
298,98.2,(-216.2211123445672-123.92921627867389j),(-0+0j)
299,98.3,(0.37923420954453324+250.3182140875979j),0j
300,99.1,(216.2981660331329-125.36200698060905j),-0j
301,99.2,(-217.01106368987328-124.33377576810335j),(-0+0j)
302,99.3,(0.5012981449453386+250.94568019294795j),0j
303,100.1,(217.03322650724687-126.12570398834741j),-0j
304,100.2,(-217.87594837473435-124.81101410273692j),(-0+0j)
305,100.3,(0.6070977992589393+251.51902325071808j),0j
306,101.1,(215.5845077705173-124.67707314846145j),-0j
307,101.2,(-216.20513246487067-123.92186271163293j),(-0+0j)
308,101.3,(0.37736126141358706+250.3053656079769j),0j
309,102.1,(216.29816603313589-125.36200698060867j),-0j
310,102.2,(-217.01106368987377-124.33377576810028j),(-0+0j)
311,102.3,(0.5012981449440927+250.94568019294383j),0j
312,103.1,(217.03322650724687-126.12570398834741j),-0j
313,103.2,(-217.87594837473435-124.81101410273693j),(-0+0j)
314,103.3,(0.6070977992589394+251.51902325071808j),0j
315,104.1,(215.5845299467604-124.67709179320771j),-0j
316,104.2,(-216.2047075764692-123.92160005835908j),(-0+0j)
317,104.3,(0.3776049450170607+250.30506433730957j),0j
318,105.1,(215.57595534184236-124.66930222749791j),-0j
319,105.2,(-216.1972113202064-123.91742565800658j),(-0+0j)
320,105.3,(0.3755003108559323+250.29840430456008j),0j
321,106.1,(216.298166033136-125.36200698060867j),-0j
322,106.2,(-217.01106368987382-124.33377576810015j),(-0+0j)
323,106.3,(0.5012981449440344+250.9456801929436j),0j
324,107.1,(215.58455677695392-124.67711435077739j),-0j
325,107.2,(-216.20419352014324-123.92128228414695j),(-0+0j)
326,107.3,(0.3778997685459465+250.30469984138134j),0j
327,108.1,(215.57110569075087-124.66489573002632j),-0j
328,108.2,(-216.1927196384485-123.91490962860964j),(-0+0j)
329,108.3,(0.374445059623049+250.2944569003787j),0j
330,109.1,(216.29816603313634-125.36200698060863j),-0j
331,109.2,(-217.01106368987385-124.33377576809988j),(-0+0j)
332,109.3,(0.5012981449438393+250.94568019294323j),0j
333,110.1,(215.58458787506302-124.67714049661048j),-0j
334,110.2,(-216.20359769217464-123.92091396115653j),(-0+0j)
335,110.3,(0.37824149005661795+250.30427736458742j),0j
336,111.1,(215.3797513985481-124.49102709724073j),-0j
337,111.2,(-216.01548986101443-123.81563382189128j),(-0+0j)
338,111.3,(0.33280766160092495+250.1387028638684j),0j
339,112.1,(216.2981660331443-125.36200698060591j),-0j
340,112.2,(-217.01106368987564-124.33377576809396j),(-0+0j)
341,112.3,(0.5012981449386895+250.94568019293257j),0j
342,113.1,(215.58463529045142-124.67718036124752j),-0j
343,113.2,(-216.20268923132608-123.9203523778909j),(-0+0j)
344,113.3,(0.37876251395933824+250.3036332128406j),0j
345,114.1,(215.36058186345784-124.4736092446339j),-0j
346,114.2,(-215.99773529487194-123.80568854688023j),(-0+0j)
347,114.3,(0.328636500592366+250.12309969952872j),0j
348,115.1,(216.29816603315138-125.3620069806035j),-0j
349,115.2,(-217.01106368987723-124.33377576808866j),(-0+0j)
350,115.3,(0.5012981449341156+250.94568019292313j),0j
351,116.1,(215.58469624935844-124.67723161264053j),-0j
352,116.2,(-216.20152128179845-123.91963038650188j),(-0+0j)
353,116.3,(0.3794323607908953+250.30280506848018j),0j
354,117.1,(215.3603182329457-124.47376604684143j),-0j
355,117.2,(-215.99679769292166-123.80515906083963j),(-0+0j)
356,117.3,(0.32922308032538183+250.12185873834764j),0j
357,118.1,(215.29909291519425-124.42591457645077j),-0j
358,118.2,(-215.95647165761147-123.77064431820055j),(-0+0j)
359,118.3,(0.319755130498691+250.08649316452303j),0j
360,119.1,(216.29816603315197-125.36200698060335j),-0j
361,119.2,(-217.0110636898775-124.33377576808824j),(-0+0j)
362,119.3,(0.5012981449336724+250.9456801929222j),0j
363,120.1,(215.58474001202632-124.67726840624125j),-0j
364,120.2,(-216.20068280568898-123.91911206570411j),(-0+0j)
365,120.3,(0.37991324678123617+250.3022105399968j),0j
366,121.1,(215.36031823294584-124.4737660468415j),-0j
367,121.2,(-215.99679769292177-123.80515906083971j),(-0+0j)
368,121.3,(0.32922308032537734+250.1218587383478j),0j
369,122.1,(215.36018987283262-124.47384239289455j),-0j
370,122.2,(-215.99634118016306-123.80490125726634j),(-0+0j)
371,122.3,(0.3295086824744712+250.12125452180157j),0j
372,123.1,(215.18820558000104-124.33990343449574j),-0j
373,123.2,(-215.88205804499614-123.70744660150604j),(-0+0j)
374,123.3,(0.30373873258711587+250.02047803120132j),0j
375,124.1,(216.29816603315248-125.36200698060331j),-0j
376,124.2,(-217.0110636898776-124.33377576808793j),(-0+0j)
377,124.3,(0.5012981449333257+250.9456801929215j),0j
378,125.1,(215.58480184835523-124.67732039532942j),-0j
379,125.2,(-216.19949804509037-123.91837968221499j),(-0+0j)
380,125.3,(0.3805927351617151+250.3013704756061j),0j
381,126.1,(215.36031823294599-124.47376604684159j),-0j
382,126.2,(-215.99679769292192-123.80515906083983j),(-0+0j)
383,126.3,(0.32922308032537206+250.121858738348j),0j
384,127.1,(215.35958688003322-124.4742010410697j),-0j
385,127.2,(-215.99419663619398-123.80369018246539j),(-0+0j)
386,127.3,(0.3308503456699287+250.1184161149324j),0j
387,128.1,(215.13833958371535-124.30122425370573j),-0j
388,128.2,(-215.84859426913917-123.67902661016554j),(-0+0j)
389,128.3,(0.29653616398559046+249.9907910485781j),0j
390,129.1,(216.29816603315288-125.36200698060323j),-0j
391,129.2,(-217.01106368987777-124.3337757680876j),(-0+0j)
392,129.3,(0.5012981449329754+250.94568019292095j),0j
393,130.1,(215.58486875081513-124.67737664378328j),-0j
394,130.2,(-216.19821621934204-123.91758729595985j),(-0+0j)
395,130.3,(0.3813278927140558+250.30046158636077j),0j
396,131.1,(215.360318232946-124.4737660468416j),-0j
397,131.2,(-215.99679769292194-123.80515906083984j),(-0+0j)
398,131.3,(0.3292230803253685+250.12185873834807j),0j
399,132.1,(215.3459517992173-124.46107761444723j),-0j
400,132.2,(-215.99437625993295-123.80348915617766j),(-0+0j)
401,132.3,(0.33067072192690106+250.118617141214j),0j
402,133.1,(215.36282286550917-124.47754881224063j),-0j
403,133.2,(-215.9864928169758-123.80193219431523j),(-0+0j)
404,133.3,(0.33627512393217573+250.10867932717252j),0j
405,134.1,(215.1235030789512-124.28971613408888j),-0j
406,134.2,(-215.838637875867-123.67057088144594j),(-0+0j)
407,134.3,(0.29439320182040246+249.98195835512104j),0j
408,135.1,(216.29816603315416-125.362006980603j),-0j
409,135.2,(-217.01106368987814-124.33377576808661j),(-0+0j)
410,135.3,(0.501298144931988+250.94568019291924j),0j
411,136.1,(215.58493184521782-124.67742969060109j),-0j
412,136.2,(-216.1970073545259-123.91684001196609j),(-0+0j)
413,136.3,(0.38202120543652995+250.29960443067344j),0j
414,137.1,(215.36031823294613-124.47376604684165j),-0j
415,137.2,(-215.9967976929221-123.80515906083993j),(-0+0j)
416,137.3,(0.3292230803253634+250.12185873834827j),0j
417,138.1,(215.3447775522805-124.4599474309361j),-0j
418,138.2,(-215.9943917290474-123.80347184388552j),(-0+0j)
419,138.3,(0.3306552528121313+250.11863445350565j),0j
420,139.1,(215.36523026703586-124.48003937639416j),-0j
421,139.2,(-215.98076158416129-123.8006243443918j),(-0+0j)
422,139.3,(0.3403108711775001+250.10143567361106j),0j
423,140.1,(215.10675559940532-124.27672574309325j),-0j
424,140.2,(-215.82739907701728-123.66102603607777j),(-0+0j)
425,140.3,(0.2919742213664667+249.97198799111976j),0j
426,141.1,(216.29816603315516-125.36200698060281j),-0j
427,141.2,(-217.01106368987837-124.33377576808587j),(-0+0j)
428,141.3,(0.5012981449313163+250.94568019291796j),0j
429,142.1,(215.58503558248046-124.6775169080314j),-0j
430,142.2,(-216.19501978793437-123.91561135787616j),(-0+0j)
431,142.3,(0.38316112214696785+250.29819512999296j),0j
432,143.1,(215.36031823294616-124.47376604684167j),-0j
433,143.2,(-215.99679769292212-123.80515906083996j),(-0+0j)
434,143.3,(0.32922308032535946+250.12185873834832j),0j
435,144.1,(215.3436253929471-124.45883850619461j),-0j
436,144.2,(-215.99440690718757-123.80345485723785j),(-0+0j)
437,144.3,(0.3306400746716473+250.11865144015286j),0j
438,145.1,(215.3668424443589-124.48170724567363j),-0j
439,145.2,(-215.97692351914654-123.79974850961106j),(-0+0j)
440,145.3,(0.3430135113968921+250.09658477778942j),0j
441,146.1,(215.09100490152983-124.26450851820897j),-0j
442,146.2,(-215.81682919247547-123.65204928377003j),(-0+0j)
443,146.3,(0.2896992145397705+249.96261104632845j),0j
444,147.1,(216.2981660331553-125.36200698060271j),-0j
445,147.2,(-217.01106368987845-124.3337757680857j),(-0+0j)
446,147.3,(0.5012981449311981+250.94568019291776j),0j
447,148.1,(215.58552883047855-124.67793160783944j),-0j
448,148.2,(-216.18556934343405-123.90976937636101j),(-0+0j)
449,148.3,(0.38858117682732174+250.291494213444j),0j
450,149.1,(215.3603182329463-124.47376604684176j),-0j
451,149.2,(-215.99679769292223-123.80515906084001j),(-0+0j)
452,149.3,(0.3292230803253556+250.12185873834844j),0j
453,150.1,(215.3426950730815-124.45794309643092j),-0j
454,150.2,(-215.99441916289294-123.80344114123935j),(-0+0j)
455,150.3,(0.33062781896602783+250.11866515615102j),0j
456,151.1,(215.36620052590047-124.48392390592139j),-0j
457,151.2,(-215.97756543760414-123.80196516986283j),(-0+0j)
458,151.3,(0.3434605617154942+250.09118945228536j),0j
459,152.1,(215.3675512310926-124.48156130726362j),-0j
460,152.2,(-215.92807900239808-123.78579042700875j),(-0+0j)
461,152.3,(0.34372229813464594+250.09673071619383j),0j
462,153.1,(215.0726268446111-124.25025334957529j),-0j
463,153.2,(-215.80449615547167-123.6415751278842j),(-0+0j)
464,153.3,(0.28704471597199327+249.9516699422288j),0j
465,154.1,(216.29816603315535-125.36200698060271j),-0j
466,154.2,(-217.01106368987845-124.33377576808567j),(-0+0j)
