,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line33,32,34,(0.00027578275999999997+1.3042799999999998e-05j),(0.00027578275999999997+1.3042799999999998e-05j),(0.00027578275999999997+1.3042799999999998e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line34,33,35,(0.001129103733333333+0.0002927808j),(0.001129103733333333+0.0002927808j),(0.001129103733333333+0.0002927808j),(0.0005191437333333333+1.2199199999999992e-05j),(0.0005191437333333333+1.2199199999999992e-05j),(0.0005191437333333333+1.2199199999999992e-05j),0j,0j,0j,0j,0j,0j
line35,33,36,(0.014209603333333334+0.0009101826999999999j),(0.014209603333333334+0.0009101826999999999j),(0.014209603333333334+0.0009101826999999999j),(0.0003840433333333337+0j),(0.0003840433333333337+0j),(0.0003840433333333337+0j),0j,0j,0j,0j,0j,0j
line36,34,37,(0.00022915925999999996+1.08378e-05j),(0.00022915925999999996+1.08378e-05j),(0.00022915925999999996+1.08378e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line37,35,38,(0.0012560251666666666+0.00032569200000000004j),(0.0012560251666666666+0.00032569200000000004j),(0.0012560251666666666+0.00032569200000000004j),(0.0005775001666666667+1.3570499999999991e-05j),(0.0005775001666666667+1.3570499999999991e-05j),(0.0005775001666666667+1.3570499999999991e-05j),0j,0j,0j,0j,0j,0j
line38,35,39,(0.013492296666666669+0.0008642362999999998j),(0.013492296666666669+0.0008642362999999998j),(0.013492296666666669+0.0008642362999999998j),(0.000364656666666667+0j),(0.000364656666666667+0j),(0.000364656666666667+0j),0j,0j,0j,0j,0j,0j
line39,36,40,(0.007503476666666667+0.0004806280999999999j),(0.007503476666666667+0.0004806280999999999j),(0.007503476666666667+0.0004806280999999999j),(0.00020279666666666685+0j),(0.00020279666666666685+0j),(0.00020279666666666685+0j),0j,0j,0j,0j,0j,0j
line40,37,41,(0.00017644615999999998+8.344799999999998e-06j),(0.00017644615999999998+8.344799999999998e-06j),(0.00017644615999999998+8.344799999999998e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line41,38,42,(0.0004921086333333333+0.0001276056j),(0.0004921086333333333+0.0001276056j),(0.0004921086333333333+0.0001276056j),(0.00022626363333333333+5.3168999999999965e-06j),(0.00022626363333333333+5.3168999999999965e-06j),(0.00022626363333333333+5.3168999999999965e-06j),0j,0j,0j,0j,0j,0j
line42,39,43,(0.009667483333333334+0.0006192414999999998j),(0.009667483333333334+0.0006192414999999998j),(0.009667483333333334+0.0006192414999999998j),(0.00026128333333333355+0j),(0.00026128333333333355+0j),(0.00026128333333333355+0j),0j,0j,0j,0j,0j,0j
line43,41,44,(0.00020700833999999998+9.7902e-06j),(0.00020700833999999998+9.7902e-06j),(0.00020700833999999998+9.7902e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line44,42,45,(0.0011863030666666664+0.0003076128j),(0.0011863030666666664+0.0003076128j),(0.0011863030666666664+0.0003076128j),(0.0005454430666666667+1.2817199999999991e-05j),(0.0005454430666666667+1.2817199999999991e-05j),(0.0005454430666666667+1.2817199999999991e-05j),0j,0j,0j,0j,0j,0j
line45,44,46,(9.772285599999999e-05+4.62168e-06j),(9.772285599999999e-05+4.62168e-06j),(9.772285599999999e-05+4.62168e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line46,45,47,(0.0006253330999999999+0.00016215120000000001j),(0.0006253330999999999+0.00016215120000000001j),(0.0006253330999999999+0.00016215120000000001j),(0.0002875181+6.756299999999996e-06j),(0.0002875181+6.756299999999996e-06j),(0.0002875181+6.756299999999996e-06j),0j,0j,0j,0j,0j,0j
line47,45,48,(0.015496093333333334+0.0009925875999999996j),(0.015496093333333334+0.0009925875999999996j),(0.015496093333333334+0.0009925875999999996j),(0.0004188133333333337+0j),(0.0004188133333333337+0j),(0.0004188133333333337+0j),0j,0j,0j,0j,0j,0j
line48,46,49,(0.00021663751999999997+1.0245599999999999e-05j),(0.00021663751999999997+1.0245599999999999e-05j),(0.00021663751999999997+1.0245599999999999e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line49,47,50,(0.00778924+0.0004989323999999999j),(0.00778924+0.0004989323999999999j),(0.00778924+0.0004989323999999999j),(0.00021052000000000017+0j),(0.00021052000000000017+0j),(0.00021052000000000017+0j),0j,0j,0j,0j,0j,0j
line50,47,51,(0.0010453316999999998+0.0002710584j),(0.0010453316999999998+0.0002710584j),(0.0010453316999999998+0.0002710584j),(0.00048062669999999997+1.1294099999999992e-05j),(0.00048062669999999997+1.1294099999999992e-05j),(0.00048062669999999997+1.1294099999999992e-05j),0j,0j,0j,0j,0j,0j
line51,48,52,(0.008537256666666668+0.0005468458999999999j),(0.008537256666666668+0.0005468458999999999j),(0.008537256666666668+0.0005468458999999999j),(0.00023073666666666688+0j),(0.00023073666666666688+0j),(0.00023073666666666688+0j),0j,0j,0j,0j,0j,0j
line52,49,53,(0.0003158599399999999+1.4938199999999997e-05j),(0.0003158599399999999+1.4938199999999997e-05j),(0.0003158599399999999+1.4938199999999997e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line53,50,54,(0.0033657666666666673+0.00021559099999999995j),(0.0033657666666666673+0.00021559099999999995j),(0.0033657666666666673+0.00021559099999999995j),(9.096666666666675e-05+0j),(9.096666666666675e-05+0j),(9.096666666666675e-05+0j),0j,0j,0j,0j,0j,0j
line54,51,55,(0.00022788936333333328+5.909256e-05j),(0.00022788936333333328+5.909256e-05j),(0.00022788936333333328+5.909256e-05j),(0.00010477986333333332+2.4621899999999984e-06j),(0.00010477986333333332+2.4621899999999984e-06j),(0.00010477986333333332+2.4621899999999984e-06j),0j,0j,0j,0j,0j,0j
line55,53,56,(0.00025309899999999996+1.1969999999999999e-05j),(0.00025309899999999996+1.1969999999999999e-05j),(0.00025309899999999996+1.1969999999999999e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line56,54,57,(0.002195456666666667+0.00014062789999999998j),(0.002195456666666667+0.00014062789999999998j),(0.002195456666666667+0.00014062789999999998j),(5.933666666666672e-05+0j),(5.933666666666672e-05+0j),(5.933666666666672e-05+0j),0j,0j,0j,0j,0j,0j
line57,55,58,(0.015631883333333336+0.0010012854999999997j),(0.015631883333333336+0.0010012854999999997j),(0.015631883333333336+0.0010012854999999997j),(0.00042248333333333373+0j),(0.00042248333333333373+0j),(0.00042248333333333373+0j),0j,0j,0j,0j,0j,0j
line58,55,59,(0.00022784215999999995+5.908032e-05j),(0.00022784215999999995+5.908032e-05j),(0.00022784215999999995+5.908032e-05j),(0.00010475815999999999+2.4616799999999983e-06j),(0.00010475815999999999+2.4616799999999983e-06j),(0.00010475815999999999+2.4616799999999983e-06j),0j,0j,0j,0j,0j,0j
line59,56,60,(0.0015275380999999998+7.224299999999999e-05j),(0.0015275380999999998+7.224299999999999e-05j),(0.0015275380999999998+7.224299999999999e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line60,57,61,(0.002135516666666667+0.00013678849999999997j),(0.002135516666666667+0.00013678849999999997j),(0.002135516666666667+0.00013678849999999997j),(5.7716666666666717e-05+0j),(5.7716666666666717e-05+0j),(5.7716666666666717e-05+0j),0j,0j,0j,0j,0j,0j
line61,58,62,(0.009654286666666668+0.0006183961999999999j),(0.009654286666666668+0.0006183961999999999j),(0.009654286666666668+0.0006183961999999999j),(0.0002609266666666669+0j),(0.0002609266666666669+0j),(0.0002609266666666669+0j),0j,0j,0j,0j,0j,0j
line62,59,63,(0.0005454761666666665+0.000141444j),(0.0005454761666666665+0.000141444j),(0.0005454761666666665+0.000141444j),(0.0002508011666666666+5.893499999999995e-06j),(0.0002508011666666666+5.893499999999995e-06j),(0.0002508011666666666+5.893499999999995e-06j),0j,0j,0j,0j,0j,0j
line63,61,64,(0.0015866833333333336+0.00010163349999999997j),(0.0015866833333333336+0.00010163349999999997j),(0.0015866833333333336+0.00010163349999999997j),(4.288333333333337e-05+0j),(4.288333333333337e-05+0j),(4.288333333333337e-05+0j),0j,0j,0j,0j,0j,0j
line64,63,65,(5.465035333333332e-05+1.417104e-05j),(5.465035333333332e-05+1.417104e-05j),(5.465035333333332e-05+1.417104e-05j),(2.512735333333333e-05+5.904599999999995e-07j),(2.512735333333333e-05+5.904599999999995e-07j),(2.512735333333333e-05+5.904599999999995e-07j),0j,0j,0j,0j,0j,0j
line65,64,66,(6.916533333333334e-05+4.430319999999999e-06j),(6.916533333333334e-05+4.430319999999999e-06j),(6.916533333333334e-05+4.430319999999999e-06j),(1.869333333333335e-06+0j),(1.869333333333335e-06+0j),(1.869333333333335e-06+0j),0j,0j,0j,0j,0j,0j
line66,65,67,(0.0002382185633333333+6.177096e-05j),(0.0002382185633333333+6.177096e-05j),(0.0002382185633333333+6.177096e-05j),(0.00010952906333333333+2.5737899999999983e-06j),(0.00010952906333333333+2.5737899999999983e-06j),(0.00010952906333333333+2.5737899999999983e-06j),0j,0j,0j,0j,0j,0j
line67,66,68,(0.0004927536666666667+3.1562869999999993e-05j),(0.0004927536666666667+3.1562869999999993e-05j),(0.0004927536666666667+3.1562869999999993e-05j),(1.3317666666666678e-05+0j),(1.3317666666666678e-05+0j),(1.3317666666666678e-05+0j),0j,0j,0j,0j,0j,0j
line68,67,69,(0.0007108544333333332+0.00018432719999999999j),(0.0007108544333333332+0.00018432719999999999j),(0.0007108544333333332+0.00018432719999999999j),(0.0003268394333333333+7.680299999999995e-06j),(0.0003268394333333333+7.680299999999995e-06j),(0.0003268394333333333+7.680299999999995e-06j),0j,0j,0j,0j,0j,0j
line69,68,70,(0.004287313333333334+0.00027461979999999993j),(0.004287313333333334+0.00027461979999999993j),(0.004287313333333334+0.00027461979999999993j),(0.00011587333333333344+0j),(0.00011587333333333344+0j),(0.00011587333333333344+0j),0j,0j,0j,0j,0j,0j
line70,68,71,(0.00017703266666666668+1.1339659999999998e-05j),(0.00017703266666666668+1.1339659999999998e-05j),(0.00017703266666666668+1.1339659999999998e-05j),(4.784666666666671e-06+0j),(4.784666666666671e-06+0j),(4.784666666666671e-06+0j),0j,0j,0j,0j,0j,0j
line71,68,72,(0.00518259+0.0003319658999999999j),(0.00518259+0.0003319658999999999j),(0.00518259+0.0003319658999999999j),(0.00014007000000000011+0j),(0.00014007000000000011+0j),(0.00014007000000000011+0j),0j,0j,0j,0j,0j,0j
line72,69,73,(0.0004317716666666666+0.00011195999999999999j),(0.0004317716666666666+0.00011195999999999999j),(0.0004317716666666666+0.00011195999999999999j),(0.00019852166666666665+4.664999999999997e-06j),(0.00019852166666666665+4.664999999999997e-06j),(0.00019852166666666665+4.664999999999997e-06j),0j,0j,0j,0j,0j,0j
line73,70,74,(0.004432846666666667+0.0002839417999999999j),(0.004432846666666667+0.0002839417999999999j),(0.004432846666666667+0.0002839417999999999j),(0.00011980666666666676+0j),(0.00011980666666666676+0j),(0.00011980666666666676+0j),0j,0j,0j,0j,0j,0j
line74,71,75,(4.8352833333333336e-05+3.097194999999999e-06j),(4.8352833333333336e-05+3.097194999999999e-06j),(4.8352833333333336e-05+3.097194999999999e-06j),(1.3068333333333344e-06+0j),(1.3068333333333344e-06+0j),(1.3068333333333344e-06+0j),0j,0j,0j,0j,0j,0j
line75,73,76,(6.558764333333332e-05+1.700712e-05j),(6.558764333333332e-05+1.700712e-05j),(6.558764333333332e-05+1.700712e-05j),(3.015614333333333e-05+7.086299999999995e-07j),(3.015614333333333e-05+7.086299999999995e-07j),(3.015614333333333e-05+7.086299999999995e-07j),0j,0j,0j,0j,0j,0j
line76,75,77,(3.809396666666667e-05+2.4400729999999996e-06j),(3.809396666666667e-05+2.4400729999999996e-06j),(3.809396666666667e-05+2.4400729999999996e-06j),(1.0295666666666675e-06+0j),(1.0295666666666675e-06+0j),(1.0295666666666675e-06+0j),0j,0j,0j,0j,0j,0j
line77,76,78,(5.142664333333333e-05+1.3335120000000002e-05j),(5.142664333333333e-05+1.3335120000000002e-05j),(5.142664333333333e-05+1.3335120000000002e-05j),(2.3645143333333336e-05+5.556299999999997e-07j),(2.3645143333333336e-05+5.556299999999997e-07j),(2.3645143333333336e-05+5.556299999999997e-07j),0j,0j,0j,0j,0j,0j
line78,77,79,(0.00013580233333333335+8.698689999999998e-06j),(0.00013580233333333335+8.698689999999998e-06j),(0.00013580233333333335+8.698689999999998e-06j),(3.6703333333333366e-06+0j),(3.6703333333333366e-06+0j),(3.6703333333333366e-06+0j),0j,0j,0j,0j,0j,0j
line79,78,80,(5.8271126666666656e-05+1.510992e-05j),(5.8271126666666656e-05+1.510992e-05j),(5.8271126666666656e-05+1.510992e-05j),(2.6792126666666665e-05+6.295799999999995e-07j),(2.6792126666666665e-05+6.295799999999995e-07j),(2.6792126666666665e-05+6.295799999999995e-07j),0j,0j,0j,0j,0j,0j
line80,79,81,(0.0020557200000000005+0.00013167719999999998j),(0.0020557200000000005+0.00013167719999999998j),(0.0020557200000000005+0.00013167719999999998j),(5.556000000000005e-05+0j),(5.556000000000005e-05+0j),(5.556000000000005e-05+0j),0j,0j,0j,0j,0j,0j
line81,80,82,(6.020646333333332e-05+1.561176e-05j),(6.020646333333332e-05+1.561176e-05j),(6.020646333333332e-05+1.561176e-05j),(2.7681963333333332e-05+6.504899999999996e-07j),(2.7681963333333332e-05+6.504899999999996e-07j),(2.7681963333333332e-05+6.504899999999996e-07j),0j,0j,0j,0j,0j,0j
line82,81,83,(0.000123284+7.896839999999998e-06j),(0.000123284+7.896839999999998e-06j),(0.000123284+7.896839999999998e-06j),(3.3320000000000026e-06+0j),(3.3320000000000026e-06+0j),(3.3320000000000026e-06+0j),0j,0j,0j,0j,0j,0j
line83,82,84,(9.564783666666665e-05+2.480184e-05j),(9.564783666666665e-05+2.480184e-05j),(9.564783666666665e-05+2.480184e-05j),(4.397733666666667e-05+1.0334099999999994e-06j),(4.397733666666667e-05+1.0334099999999994e-06j),(4.397733666666667e-05+1.0334099999999994e-06j),0j,0j,0j,0j,0j,0j
line84,83,85,(6.900006666666668e-05+4.419733999999999e-06j),(6.900006666666668e-05+4.419733999999999e-06j),(6.900006666666668e-05+4.419733999999999e-06j),(1.8648666666666684e-06+0j),(1.8648666666666684e-06+0j),(1.8648666666666684e-06+0j),0j,0j,0j,0j,0j,0j
line85,84,86,(0.00014795468333333333+3.83652e-05j),(0.00014795468333333333+3.83652e-05j),(0.00014795468333333333+3.83652e-05j),(6.802718333333334e-05+1.598549999999999e-06j),(6.802718333333334e-05+1.598549999999999e-06j),(6.802718333333334e-05+1.598549999999999e-06j),0j,0j,0j,0j,0j,0j
line86,85,87,(0.00012225540000000002+7.830954e-06j),(0.00012225540000000002+7.830954e-06j),(0.00012225540000000002+7.830954e-06j),(3.304200000000003e-06+0j),(3.304200000000003e-06+0j),(3.304200000000003e-06+0j),0j,0j,0j,0j,0j,0j
line87,86,88,(9.306553666666666e-05+2.4132240000000002e-05j),(9.306553666666666e-05+2.4132240000000002e-05j),(9.306553666666666e-05+2.4132240000000002e-05j),(4.279003666666667e-05+1.0055099999999994e-06j),(4.279003666666667e-05+1.0055099999999994e-06j),(4.279003666666667e-05+1.0055099999999994e-06j),0j,0j,0j,0j,0j,0j
line88,87,89,(0.0005070850000000001+3.248084999999999e-05j),(0.0005070850000000001+3.248084999999999e-05j),(0.0005070850000000001+3.248084999999999e-05j),(1.3705000000000012e-05+0j),(1.3705000000000012e-05+0j),(1.3705000000000012e-05+0j),0j,0j,0j,0j,0j,0j
line89,88,90,(0.00031926113333333324+8.27856e-05j),(0.00031926113333333324+8.27856e-05j),(0.00031926113333333324+8.27856e-05j),(0.00014679113333333332+3.4493999999999974e-06j),(0.00014679113333333332+3.4493999999999974e-06j),(0.00014679113333333332+3.4493999999999974e-06j),0j,0j,0j,0j,0j,0j
line90,89,91,(0.00143597+9.197969999999998e-05j),(0.00143597+9.197969999999998e-05j),(0.00143597+9.197969999999998e-05j),(3.881000000000003e-05+0j),(3.881000000000003e-05+0j),(3.881000000000003e-05+0j),0j,0j,0j,0j,0j,0j
line91,90,92,(9.764148333333333e-05+2.5318800000000002e-05j),(9.764148333333333e-05+2.5318800000000002e-05j),(9.764148333333333e-05+2.5318800000000002e-05j),(4.489398333333333e-05+1.0549499999999993e-06j),(4.489398333333333e-05+1.0549499999999993e-06j),(4.489398333333333e-05+1.0549499999999993e-06j),0j,0j,0j,0j,0j,0j
line92,91,93,(0.0020928433333333336+0.00013405509999999998j),(0.0020928433333333336+0.00013405509999999998j),(0.0020928433333333336+0.00013405509999999998j),(5.656333333333338e-05+0j),(5.656333333333338e-05+0j),(5.656333333333338e-05+0j),0j,0j,0j,0j,0j,0j
line93,92,94,(7.564195333333333e-05+1.961424e-05j),(7.564195333333333e-05+1.961424e-05j),(7.564195333333333e-05+1.961424e-05j),(3.477895333333333e-05+8.172599999999994e-07j),(3.477895333333333e-05+8.172599999999994e-07j),(3.477895333333333e-05+8.172599999999994e-07j),0j,0j,0j,0j,0j,0j
line94,93,95,(0.004166693333333334+0.00026689359999999997j),(0.004166693333333334+0.00026689359999999997j),(0.004166693333333334+0.00026689359999999997j),(0.00011261333333333343+0j),(0.00011261333333333343+0j),(0.00011261333333333343+0j),0j,0j,0j,0j,0j,0j
