,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line74,71,75,(0.0020754906333333334+0.00030987749999999997j),(0.0020754906333333334+0.00030987749999999997j),(0.0020754906333333334+0.00030987749999999997j),(0.0009434048333333333+8.263400000000008e-06j),(0.0009434048333333333+8.263400000000008e-06j),(0.0009434048333333333+8.263400000000008e-06j),0j,0j,0j,0j,0j,0j
line75,72,76,(0.00174117424+7.520203999999999e-05j),(0.00174117424+7.520203999999999e-05j),(0.00174117424+7.520203999999999e-05j),(0.0007061855800000002+4.39136e-06j),(0.0007061855800000002+4.39136e-06j),(0.0007061855800000002+4.39136e-06j),0j,0j,0j,0j,0j,0j
line76,73,77,(0.00027380000000000004+1.7537999999999997e-05j),(0.00027380000000000004+1.7537999999999997e-05j),(0.00027380000000000004+1.7537999999999997e-05j),(7.400000000000006e-06+0j),(7.400000000000006e-06+0j),(7.400000000000006e-06+0j),0j,0j,0j,0j,0j,0j
line77,74,78,(0.0002479863333333334+1.5884529999999995e-05j),(0.0002479863333333334+1.5884529999999995e-05j),(0.0002479863333333334+1.5884529999999995e-05j),(6.702333333333339e-06+0j),(6.702333333333339e-06+0j),(6.702333333333339e-06+0j),0j,0j,0j,0j,0j,0j
line78,75,79,(0.0012570799333333333+2.528506e-05j),(0.0012570799333333333+2.528506e-05j),(0.0012570799333333333+2.528506e-05j),(1.7036033333333287e-05+0j),(1.7036033333333287e-05+0j),(1.7036033333333287e-05+0j),0j,0j,0j,0j,0j,0j
line79,75,80,(0.005542243666666666+0.0008274749999999997j),(0.005542243666666666+0.0008274749999999997j),(0.005542243666666666+0.0008274749999999997j),(0.0025192016666666663+2.2066000000000015e-05j),(0.0025192016666666663+2.2066000000000015e-05j),(0.0025192016666666663+2.2066000000000015e-05j),0j,0j,0j,0j,0j,0j
line80,76,81,(0.006054502133333334+0.00026149646666666663j),(0.006054502133333334+0.00026149646666666663j),(0.006054502133333334+0.00026149646666666663j),(0.002455585433333334+1.5269866666666668e-05j),(0.002455585433333334+1.5269866666666668e-05j),(0.002455585433333334+1.5269866666666668e-05j),0j,0j,0j,0j,0j,0j
line81,77,82,(0.00020750833333333337+1.3291749999999999e-05j),(0.00020750833333333337+1.3291749999999999e-05j),(0.00020750833333333337+1.3291749999999999e-05j),(5.608333333333339e-06+0j),(5.608333333333339e-06+0j),(5.608333333333339e-06+0j),0j,0j,0j,0j,0j,0j
line82,78,83,(0.00016556266666666668+1.0604959999999998e-05j),(0.00016556266666666668+1.0604959999999998e-05j),(0.00016556266666666668+1.0604959999999998e-05j),(4.4746666666666705e-06+0j),(4.4746666666666705e-06+0j),(4.4746666666666705e-06+0j),0j,0j,0j,0j,0j,0j
line83,79,84,(0.0010778108666666666+2.167922e-05j),(0.0010778108666666666+2.167922e-05j),(0.0010778108666666666+2.167922e-05j),(1.4606566666666626e-05+0j),(1.4606566666666626e-05+0j),(1.4606566666666626e-05+0j),0j,0j,0j,0j,0j,0j
line84,80,85,(0.0016845245999999997+0.00025150499999999996j),(0.0016845245999999997+0.00025150499999999996j),(0.0016845245999999997+0.00025150499999999996j),(0.000765693+6.706800000000006e-06j),(0.000765693+6.706800000000006e-06j),(0.000765693+6.706800000000006e-06j),0j,0j,0j,0j,0j,0j
line85,81,86,(0.0122236192+0.0005279432j),(0.0122236192+0.0005279432j),(0.0122236192+0.0005279432j),(0.004957656400000001+3.08288e-05j),(0.004957656400000001+3.08288e-05j),(0.004957656400000001+3.08288e-05j),0j,0j,0j,0j,0j,0j
line86,82,87,(0.00024706133333333335+1.5825279999999998e-05j),(0.00024706133333333335+1.5825279999999998e-05j),(0.00024706133333333335+1.5825279999999998e-05j),(6.677333333333339e-06+0j),(6.677333333333339e-06+0j),(6.677333333333339e-06+0j),0j,0j,0j,0j,0j,0j
