,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line10,10,11,(0.00019609785999999998+6.167990333333334e-05j),(0.00019609785999999998+6.167990333333334e-05j),(0.00019609785999999998+6.167990333333334e-05j),(0.00012090243999999999+7.863573333333333e-06j),(0.00012090243999999999+7.863573333333333e-06j),(0.00012090243999999999+7.863573333333333e-06j),0j,0j,0j,0j,0j,0j
line11,11,12,(0.0004706338+0.00014803143333333335j),(0.0004706338+0.00014803143333333335j),(0.0004706338+0.00014803143333333335j),(0.00029016519999999996+1.8872533333333333e-05j),(0.00029016519999999996+1.8872533333333333e-05j),(0.00029016519999999996+1.8872533333333333e-05j),0j,0j,0j,0j,0j,0j
line12,12,13,(4.872587999999999e-05+1.532606e-05j),(4.872587999999999e-05+1.532606e-05j),(4.872587999999999e-05+1.532606e-05j),(3.0041519999999998e-05+1.9539199999999998e-06j),(3.0041519999999998e-05+1.9539199999999998e-06j),(3.0041519999999998e-05+1.9539199999999998e-06j),0j,0j,0j,0j,0j,0j
line13,13,14,(4.855297999999999e-05+1.5271676666666665e-05j),(4.855297999999999e-05+1.5271676666666665e-05j),(4.855297999999999e-05+1.5271676666666665e-05j),(2.9934919999999995e-05+1.9469866666666665e-06j),(2.9934919999999995e-05+1.9469866666666665e-06j),(2.9934919999999995e-05+1.9469866666666665e-06j),0j,0j,0j,0j,0j,0j
line14,14,15,(4.853436e-05+1.526582e-05j),(4.853436e-05+1.526582e-05j),(4.853436e-05+1.526582e-05j),(2.9923439999999998e-05+1.94624e-06j),(2.9923439999999998e-05+1.94624e-06j),(2.9923439999999998e-05+1.94624e-06j),0j,0j,0j,0j,0j,0j
line15,15,16,(4.869927999999999e-05+1.531769333333333e-05j),(4.869927999999999e-05+1.531769333333333e-05j),(4.869927999999999e-05+1.531769333333333e-05j),(3.0025119999999993e-05+1.952853333333333e-06j),(3.0025119999999993e-05+1.952853333333333e-06j),(3.0025119999999993e-05+1.952853333333333e-06j),0j,0j,0j,0j,0j,0j
line16,16,17,(4.8457219999999995e-05+1.5241556666666666e-05j),(4.8457219999999995e-05+1.5241556666666666e-05j),(4.8457219999999995e-05+1.5241556666666666e-05j),(2.9875879999999995e-05+1.9431466666666663e-06j),(2.9875879999999995e-05+1.9431466666666663e-06j),(2.9875879999999995e-05+1.9431466666666663e-06j),0j,0j,0j,0j,0j,0j
line17,17,18,(4.872587999999999e-05+1.532606e-05j),(4.872587999999999e-05+1.532606e-05j),(4.872587999999999e-05+1.532606e-05j),(3.0041519999999998e-05+1.9539199999999998e-06j),(3.0041519999999998e-05+1.9539199999999998e-06j),(3.0041519999999998e-05+1.9539199999999998e-06j),0j,0j,0j,0j,0j,0j
line18,18,19,(4.8680659999999993e-05+1.5311836666666666e-05j),(4.8680659999999993e-05+1.5311836666666666e-05j),(4.8680659999999993e-05+1.5311836666666666e-05j),(3.0013639999999996e-05+1.9521066666666663e-06j),(3.0013639999999996e-05+1.9521066666666663e-06j),(3.0013639999999996e-05+1.9521066666666663e-06j),0j,0j,0j,0j,0j,0j
line19,19,20,(4.835879999999999e-05+1.5210599999999998e-05j),(4.835879999999999e-05+1.5210599999999998e-05j),(4.835879999999999e-05+1.5210599999999998e-05j),(2.9815199999999995e-05+1.9391999999999996e-06j),(2.9815199999999995e-05+1.9391999999999996e-06j),(2.9815199999999995e-05+1.9391999999999996e-06j),0j,0j,0j,0j,0j,0j
line20,20,21,(0.0003496835999999999+0.00010998819999999999j),(0.0003496835999999999+0.00010998819999999999j),(0.0003496835999999999+0.00010998819999999999j),(0.00021559439999999997+1.4022399999999998e-05j),(0.00021559439999999997+1.4022399999999998e-05j),(0.00021559439999999997+1.4022399999999998e-05j),0j,0j,0j,0j,0j,0j
line21,21,22,(0.00041541219999999995+0.00013066223333333334j),(0.00041541219999999995+0.00013066223333333334j),(0.00041541219999999995+0.00013066223333333334j),(0.00025611879999999995+1.6658133333333332e-05j),(0.00025611879999999995+1.6658133333333332e-05j),(0.00025611879999999995+1.6658133333333332e-05j),0j,0j,0j,0j,0j,0j
line22,22,23,(0.00023644207999999996+7.436962666666666e-05j),(0.00023644207999999996+7.436962666666666e-05j),(0.00023644207999999996+7.436962666666666e-05j),(0.00014577632+9.481386666666665e-06j),(0.00014577632+9.481386666666665e-06j),(0.00014577632+9.481386666666665e-06j),0j,0j,0j,0j,0j,0j
line23,23,24,(0.0003174444+9.98478e-05j),(0.0003174444+9.98478e-05j),(0.0003174444+9.98478e-05j),(0.00019571759999999997+1.27296e-05j),(0.00019571759999999997+1.27296e-05j),(0.00019571759999999997+1.27296e-05j),0j,0j,0j,0j,0j,0j
line24,24,25,(0.00022723049999999996+7.147224999999999e-05j),(0.00022723049999999996+7.147224999999999e-05j),(0.00022723049999999996+7.147224999999999e-05j),(0.00014009699999999997+9.111999999999998e-06j),(0.00014009699999999997+9.111999999999998e-06j),(0.00014009699999999997+9.111999999999998e-06j),0j,0j,0j,0j,0j,0j
line25,25,26,(0.00044445939999999994+0.00013979863333333332j),(0.00044445939999999994+0.00013979863333333332j),(0.00044445939999999994+0.00013979863333333332j),(0.00027402759999999997+1.7822933333333332e-05j),(0.00027402759999999997+1.7822933333333332e-05j),(0.00027402759999999997+1.7822933333333332e-05j),0j,0j,0j,0j,0j,0j
line26,26,27,(0.00034428379999999997+0.00010828976666666667j),(0.00034428379999999997+0.00010828976666666667j),(0.00034428379999999997+0.00010828976666666667j),(0.00021226519999999996+1.3805866666666666e-05j),(0.00021226519999999996+1.3805866666666666e-05j),(0.00021226519999999996+1.3805866666666666e-05j),0j,0j,0j,0j,0j,0j
line27,27,28,(0.0019763534+0.0006216349666666667j),(0.0019763534+0.0006216349666666667j),(0.0019763534+0.0006216349666666667j),(0.0012185036+7.925226666666666e-05j),(0.0012185036+7.925226666666666e-05j),(0.0012185036+7.925226666666666e-05j),0j,0j,0j,0j,0j,0j
line28,28,29,(0.0026305803999999997+0.0008274131333333333j),(0.0026305803999999997+0.0008274131333333333j),(0.0026305803999999997+0.0008274131333333333j),(0.0016218615999999998+0.00010548693333333332j),(0.0016218615999999998+0.00010548693333333332j),(0.0016218615999999998+0.00010548693333333332j),0j,0j,0j,0j,0j,0j
line29,29,30,(0.0004370189999999999+0.00020570793333333335j),(0.0004370189999999999+0.00020570793333333335j),(0.0004370189999999999+0.00020570793333333335j),(0.0001668618+1.2360133333333332e-05j),(0.0001668618+1.2360133333333332e-05j),(0.0001668618+1.2360133333333332e-05j),0j,0j,0j,0j,0j,0j
line30,30,31,(2.7394949999999998e-05+1.2894996666666668e-05j),(2.7394949999999998e-05+1.2894996666666668e-05j),(2.7394949999999998e-05+1.2894996666666668e-05j),(1.045989e-05+7.748066666666666e-07j),(1.045989e-05+7.748066666666666e-07j),(1.045989e-05+7.748066666666666e-07j),0j,0j,0j,0j,0j,0j
line31,31,32,(1.8900749999999997e-05+8.896716666666666e-06j),(1.8900749999999997e-05+8.896716666666666e-06j),(1.8900749999999997e-05+8.896716666666666e-06j),(7.21665e-06+5.345666666666666e-07j),(7.21665e-06+5.345666666666666e-07j),(7.21665e-06+5.345666666666666e-07j),0j,0j,0j,0j,0j,0j
line32,32,33,(2.3857349999999996e-05+1.1229823333333333e-05j),(2.3857349999999996e-05+1.1229823333333333e-05j),(2.3857349999999996e-05+1.1229823333333333e-05j),(9.10917e-06+6.747533333333333e-07j),(9.10917e-06+6.747533333333333e-07j),(9.10917e-06+6.747533333333333e-07j),0j,0j,0j,0j,0j,0j
line33,33,34,(8.206769999999999e-06+3.862984666666667e-06j),(8.206769999999999e-06+3.862984666666667e-06j),(8.206769999999999e-06+3.862984666666667e-06j),(3.133494e-06+2.3211066666666664e-07j),(3.133494e-06+2.3211066666666664e-07j),(3.133494e-06+2.3211066666666664e-07j),0j,0j,0j,0j,0j,0j
line34,34,35,(1.6241609999999998e-05+7.645040666666666e-06j),(1.6241609999999998e-05+7.645040666666666e-06j),(1.6241609999999998e-05+7.645040666666666e-06j),(6.201341999999999e-06+4.593586666666666e-07j),(6.201341999999999e-06+4.593586666666666e-07j),(6.201341999999999e-06+4.593586666666666e-07j),0j,0j,0j,0j,0j,0j
line35,35,36,(2.1817949999999993e-05+1.0269863333333332e-05j),(2.1817949999999993e-05+1.0269863333333332e-05j),(2.1817949999999993e-05+1.0269863333333332e-05j),(8.330489999999999e-06+6.170733333333332e-07j),(8.330489999999999e-06+6.170733333333332e-07j),(8.330489999999999e-06+6.170733333333332e-07j),0j,0j,0j,0j,0j,0j
line36,36,37,(1.1065889999999998e-05+5.208792666666667e-06j),(1.1065889999999998e-05+5.208792666666667e-06j),(1.1065889999999998e-05+5.208792666666667e-06j),(4.225158e-06+3.1297466666666667e-07j),(4.225158e-06+3.1297466666666667e-07j),(4.225158e-06+3.1297466666666667e-07j),0j,0j,0j,0j,0j,0j
line37,37,38,(1.3563329999999998e-05+6.384355333333333e-06j),(1.3563329999999998e-05+6.384355333333333e-06j),(1.3563329999999998e-05+6.384355333333333e-06j),(5.1787259999999995e-06+3.836093333333333e-07j),(5.1787259999999995e-06+3.836093333333333e-07j),(5.1787259999999995e-06+3.836093333333333e-07j),0j,0j,0j,0j,0j,0j
line38,38,39,(1.5340379999999998e-05+7.2208253333333336e-06j),(1.5340379999999998e-05+7.2208253333333336e-06j),(1.5340379999999998e-05+7.2208253333333336e-06j),(5.857236e-06+4.338693333333333e-07j),(5.857236e-06+4.338693333333333e-07j),(5.857236e-06+4.338693333333333e-07j),0j,0j,0j,0j,0j,0j
line39,39,40,(1.5277515e-05+7.1912343333333335e-06j),(1.5277515e-05+7.1912343333333335e-06j),(1.5277515e-05+7.1912343333333335e-06j),(5.833233000000001e-06+4.320913333333333e-07j),(5.833233000000001e-06+4.320913333333333e-07j),(5.833233000000001e-06+4.320913333333333e-07j),0j,0j,0j,0j,0j,0j
line40,40,41,(1.8712649999999998e-05+8.808176666666667e-06j),(1.8712649999999998e-05+8.808176666666667e-06j),(1.8712649999999998e-05+8.808176666666667e-06j),(7.14483e-06+5.292466666666666e-07j),(7.14483e-06+5.292466666666666e-07j),(7.14483e-06+5.292466666666666e-07j),0j,0j,0j,0j,0j,0j
line41,41,42,(2.2119899999999998e-05+1.0411993333333334e-05j),(2.2119899999999998e-05+1.0411993333333334e-05j),(2.2119899999999998e-05+1.0411993333333334e-05j),(8.44578e-06+6.256133333333334e-07j),(8.44578e-06+6.256133333333334e-07j),(8.44578e-06+6.256133333333334e-07j),0j,0j,0j,0j,0j,0j
line42,42,43,(2.4720299999999998e-05+1.163602e-05j),(2.4720299999999998e-05+1.163602e-05j),(2.4720299999999998e-05+1.163602e-05j),(9.43866e-06+6.9916e-07j),(9.43866e-06+6.9916e-07j),(9.43866e-06+6.9916e-07j),0j,0j,0j,0j,0j,0j
line43,43,44,(2.1865799999999997e-05+1.0292386666666666e-05j),(2.1865799999999997e-05+1.0292386666666666e-05j),(2.1865799999999997e-05+1.0292386666666666e-05j),(8.34876e-06+6.184266666666666e-07j),(8.34876e-06+6.184266666666666e-07j),(8.34876e-06+6.184266666666666e-07j),0j,0j,0j,0j,0j,0j
line44,44,45,(9.522809999999998e-05+4.482454e-05j),(9.522809999999998e-05+4.482454e-05j),(9.522809999999998e-05+4.482454e-05j),(3.635982e-05+2.69332e-06j),(3.635982e-05+2.69332e-06j),(3.635982e-05+2.69332e-06j),0j,0j,0j,0j,0j,0j
line45,45,46,(9.289499999999997e-05+4.372633333333333e-05j),(9.289499999999997e-05+4.372633333333333e-05j),(9.289499999999997e-05+4.372633333333333e-05j),(3.5468999999999995e-05+2.627333333333333e-06j),(3.5468999999999995e-05+2.627333333333333e-06j),(3.5468999999999995e-05+2.627333333333333e-06j),0j,0j,0j,0j,0j,0j
line46,46,47,(7.536209999999998e-05+3.5473473333333334e-05j),(7.536209999999998e-05+3.5473473333333334e-05j),(7.536209999999998e-05+3.5473473333333334e-05j),(2.877462e-05+2.131453333333333e-06j),(2.877462e-05+2.131453333333333e-06j),(2.877462e-05+2.131453333333333e-06j),0j,0j,0j,0j,0j,0j
line47,47,48,(6.446549999999998e-05+3.0344366666666667e-05j),(6.446549999999998e-05+3.0344366666666667e-05j),(6.446549999999998e-05+3.0344366666666667e-05j),(2.46141e-05+1.8232666666666666e-06j),(2.46141e-05+1.8232666666666666e-06j),(2.46141e-05+1.8232666666666666e-06j),0j,0j,0j,0j,0j,0j
line48,48,49,(2.33211e-05+1.4566933333333333e-05j),(2.33211e-05+1.4566933333333333e-05j),(2.33211e-05+1.4566933333333333e-05j),(1.09252e-05+4.902333333333328e-07j),(1.09252e-05+4.902333333333328e-07j),(1.09252e-05+4.902333333333328e-07j),0j,0j,0j,0j,0j,0j
line49,49,50,(2.9234069999999996e-05+1.826032e-05j),(2.9234069999999996e-05+1.826032e-05j),(2.9234069999999996e-05+1.826032e-05j),(1.3695239999999998e-05+6.145299999999992e-07j),(1.3695239999999998e-05+6.145299999999992e-07j),(1.3695239999999998e-05+6.145299999999992e-07j),0j,0j,0j,0j,0j,0j
line50,50,51,(0.0006906308999999999+0.0004313850666666666j),(0.0006906308999999999+0.0004313850666666666j),(0.0006906308999999999+0.0004313850666666666j),(0.00032353879999999995+1.451776666666665e-05j),(0.00032353879999999995+1.451776666666665e-05j),(0.00032353879999999995+1.451776666666665e-05j),0j,0j,0j,0j,0j,0j
line51,51,52,(4.431674999999999e-06+2.7681333333333332e-06j),(4.431674999999999e-06+2.7681333333333332e-06j),(4.431674999999999e-06+2.7681333333333332e-06j),(2.0761e-06+9.315833333333323e-08j),(2.0761e-06+9.315833333333323e-08j),(2.0761e-06+9.315833333333323e-08j),0j,0j,0j,0j,0j,0j
line52,52,53,(4.895322e-06+3.0577386666666664e-06j),(4.895322e-06+3.0577386666666664e-06j),(4.895322e-06+3.0577386666666664e-06j),(2.293304e-06+1.0290466666666655e-07j),(2.293304e-06+1.0290466666666655e-07j),(2.293304e-06+1.0290466666666655e-07j),0j,0j,0j,0j,0j,0j
line53,53,54,(4.084467e-06+2.551258666666667e-06j),(4.084467e-06+2.551258666666667e-06j),(4.084467e-06+2.551258666666667e-06j),(1.913444e-06+8.585966666666658e-08j),(1.913444e-06+8.585966666666658e-08j),(1.913444e-06+8.585966666666658e-08j),0j,0j,0j,0j,0j,0j
line54,54,55,(4.124981999999999e-06+2.5765653333333333e-06j),(4.124981999999999e-06+2.5765653333333333e-06j),(4.124981999999999e-06+2.5765653333333333e-06j),(1.9324239999999997e-06+8.671133333333324e-08j),(1.9324239999999997e-06+8.671133333333324e-08j),(1.9324239999999997e-06+8.671133333333324e-08j),0j,0j,0j,0j,0j,0j
line55,55,56,(3.4766309999999997e-06+2.171589333333333e-06j),(3.4766309999999997e-06+2.171589333333333e-06j),(3.4766309999999997e-06+2.171589333333333e-06j),(1.628692e-06+7.308233333333326e-08j),(1.628692e-06+7.308233333333326e-08j),(1.628692e-06+7.308233333333326e-08j),0j,0j,0j,0j,0j,0j
line56,56,57,(4.663442999999999e-06+2.9129013333333335e-06j),(4.663442999999999e-06+2.9129013333333335e-06j),(4.663442999999999e-06+2.9129013333333335e-06j),(2.1846759999999998e-06+9.803033333333322e-08j),(2.1846759999999998e-06+9.803033333333322e-08j),(2.1846759999999998e-06+9.803033333333322e-08j),0j,0j,0j,0j,0j,0j
line57,57,58,(6.464639999999999e-06+4.037973333333333e-06j),(6.464639999999999e-06+4.037973333333333e-06j),(6.464639999999999e-06+4.037973333333333e-06j),(3.0284799999999998e-06+1.3589333333333317e-07j),(3.0284799999999998e-06+1.3589333333333317e-07j),(3.0284799999999998e-06+1.3589333333333317e-07j),0j,0j,0j,0j,0j,0j
line58,58,59,(0.00038687939999999994+0.00024165439999999997j),(0.00038687939999999994+0.00024165439999999997j),(0.00038687939999999994+0.00024165439999999997j),(0.00018124079999999997+8.13259999999999e-06j),(0.00018124079999999997+8.13259999999999e-06j),(0.00018124079999999997+8.13259999999999e-06j),0j,0j,0j,0j,0j,0j
line59,59,60,(0.0026188892666666667+5.267666e-05j),(0.0026188892666666667+5.267666e-05j),(0.0026188892666666667+5.267666e-05j),(3.549136666666657e-05+0j),(3.549136666666657e-05+0j),(3.549136666666657e-05+0j),0j,0j,0j,0j,0j,0j
line60,59,61,(0.00023270039999999997+0.00014535039999999998j),(0.00023270039999999997+0.00014535039999999998j),(0.00023270039999999997+0.00014535039999999998j),(0.0001090128+4.891599999999995e-06j),(0.0001090128+4.891599999999995e-06j),(0.0001090128+4.891599999999995e-06j),0j,0j,0j,0j,0j,0j
line61,60,62,(0.0014358816666666667+2.88815e-05j),(0.0014358816666666667+2.88815e-05j),(0.0014358816666666667+2.88815e-05j),(1.9459166666666614e-05+0j),(1.9459166666666614e-05+0j),(1.9459166666666614e-05+0j),0j,0j,0j,0j,0j,0j
line62,61,63,(0.00010317005999999998+6.444255999999999e-05j),(0.00010317005999999998+6.444255999999999e-05j),(0.00010317005999999998+6.444255999999999e-05j),(4.833191999999999e-05+2.1687399999999974e-06j),(4.833191999999999e-05+2.1687399999999974e-06j),(4.833191999999999e-05+2.1687399999999974e-06j),0j,0j,0j,0j,0j,0j
line63,62,64,(0.0011914663333333333+2.39653e-05j),(0.0011914663333333333+2.39653e-05j),(0.0011914663333333333+2.39653e-05j),(1.614683333333329e-05+0j),(1.614683333333329e-05+0j),(1.614683333333329e-05+0j),0j,0j,0j,0j,0j,0j
line64,63,65,(0.00013296901333333333+2.0508133333333334e-05j),(0.00013296901333333333+2.0508133333333334e-05j),(0.00013296901333333333+2.0508133333333334e-05j),(5.999821333333334e-05+1.049253333333333e-06j),(5.999821333333334e-05+1.049253333333333e-06j),(5.999821333333334e-05+1.049253333333333e-06j),0j,0j,0j,0j,0j,0j
line65,63,66,(3.2973659999999996e-05+2.059616e-05j),(3.2973659999999996e-05+2.059616e-05j),(3.2973659999999996e-05+2.059616e-05j),(1.5447119999999998e-05+6.931399999999992e-07j),(1.5447119999999998e-05+6.931399999999992e-07j),(1.5447119999999998e-05+6.931399999999992e-07j),0j,0j,0j,0j,0j,0j
line66,64,67,(0.0008320402666666666+1.673576e-05j),(0.0008320402666666666+1.673576e-05j),(0.0008320402666666666+1.673576e-05j),(1.1275866666666636e-05+0j),(1.1275866666666636e-05+0j),(1.1275866666666636e-05+0j),0j,0j,0j,0j,0j,0j
line67,65,68,(5.2902300000000003e-05+8.159250000000002e-06j),(5.2902300000000003e-05+8.159250000000002e-06j),(5.2902300000000003e-05+8.159250000000002e-06j),(2.387055e-05+4.1744999999999986e-07j),(2.387055e-05+4.1744999999999986e-07j),(2.387055e-05+4.1744999999999986e-07j),0j,0j,0j,0j,0j,0j
line68,66,69,(0.0009406028999999999+0.0005875237333333334j),(0.0009406028999999999+0.0005875237333333334j),(0.0009406028999999999+0.0005875237333333334j),(0.0004406428+1.977243333333331e-05j),(0.0004406428+1.977243333333331e-05j),(0.0004406428+1.977243333333331e-05j),0j,0j,0j,0j,0j,0j
line69,67,70,(0.00084821+1.7060999999999998e-05j),(0.00084821+1.7060999999999998e-05j),(0.00084821+1.7060999999999998e-05j),(1.1494999999999967e-05+0j),(1.1494999999999967e-05+0j),(1.1494999999999967e-05+0j),0j,0j,0j,0j,0j,0j
line70,68,71,(6.924927333333333e-05+1.0680483333333334e-05j),(6.924927333333333e-05+1.0680483333333334e-05j),(6.924927333333333e-05+1.0680483333333334e-05j),(3.124662333333333e-05+5.464433333333331e-07j),(3.124662333333333e-05+5.464433333333331e-07j),(3.124662333333333e-05+5.464433333333331e-07j),0j,0j,0j,0j,0j,0j
line71,69,72,(0.0007724489999999999+0.0004824906666666666j),(0.0007724489999999999+0.0004824906666666666j),(0.0007724489999999999+0.0004824906666666666j),(0.00036186799999999994+1.623766666666665e-05j),(0.00036186799999999994+1.623766666666665e-05j),(0.00036186799999999994+1.623766666666665e-05j),0j,0j,0j,0j,0j,0j
line72,70,73,(0.0011831945333333333+2.379892e-05j),(0.0011831945333333333+2.379892e-05j),(0.0011831945333333333+2.379892e-05j),(1.603473333333329e-05+0j),(1.603473333333329e-05+0j),(1.603473333333329e-05+0j),0j,0j,0j,0j,0j,0j
line73,71,74,(0.00015944572+2.45917e-05j),(0.00015944572+2.45917e-05j),(0.00015944572+2.45917e-05j),(7.194502e-05+1.2581799999999995e-06j),(7.194502e-05+1.2581799999999995e-06j),(7.194502e-05+1.2581799999999995e-06j),0j,0j,0j,0j,0j,0j
line74,72,75,(0.000977244+0.0006104106666666667j),(0.000977244+0.0006104106666666667j),(0.000977244+0.0006104106666666667j),(0.000457808+2.0542666666666642e-05j),(0.000457808+2.0542666666666642e-05j),(0.000457808+2.0542666666666642e-05j),0j,0j,0j,0j,0j,0j
line75,72,76,(0.0007884419999999999+1.96614e-05j),(0.0007884419999999999+1.96614e-05j),(0.0007884419999999999+1.96614e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line76,73,77,(0.0012755863333333334+2.5657300000000003e-05j),(0.0012755863333333334+2.5657300000000003e-05j),(0.0012755863333333334+2.5657300000000003e-05j),(1.7286833333333288e-05+0j),(1.7286833333333288e-05+0j),(1.7286833333333288e-05+0j),0j,0j,0j,0j,0j,0j
line77,74,78,(4.622457533333333e-05+7.1293283333333336e-06j),(4.622457533333333e-05+7.1293283333333336e-06j),(4.622457533333333e-05+7.1293283333333336e-06j),(2.0857430333333333e-05+3.6475633333333317e-07j),(2.0857430333333333e-05+3.6475633333333317e-07j),(2.0857430333333333e-05+3.6475633333333317e-07j),0j,0j,0j,0j,0j,0j
line78,75,79,(0.0007719494999999999+0.0004821786666666667j),(0.0007719494999999999+0.0004821786666666667j),(0.0007719494999999999+0.0004821786666666667j),(0.000361634+1.622716666666665e-05j),(0.000361634+1.622716666666665e-05j),(0.000361634+1.622716666666665e-05j),0j,0j,0j,0j,0j,0j
line79,76,80,(0.00032007727999999996+7.981776000000001e-06j),(0.00032007727999999996+7.981776000000001e-06j),(0.00032007727999999996+7.981776000000001e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line80,77,81,(0.004084773733333333+8.216163999999999e-05j),(0.004084773733333333+8.216163999999999e-05j),(0.004084773733333333+8.216163999999999e-05j),(5.5357133333333176e-05+0j),(5.5357133333333176e-05+0j),(5.5357133333333176e-05+0j),0j,0j,0j,0j,0j,0j
line81,78,82,(5.564383333333333e-05+8.582083333333334e-06j),(5.564383333333333e-05+8.582083333333334e-06j),(5.564383333333333e-05+8.582083333333334e-06j),(2.5107583333333333e-05+4.3908333333333315e-07j),(2.5107583333333333e-05+4.3908333333333315e-07j),(2.5107583333333333e-05+4.3908333333333315e-07j),0j,0j,0j,0j,0j,0j
line82,79,83,(2.7273809999999997e-05+1.7035893333333335e-05j),(2.7273809999999997e-05+1.7035893333333335e-05j),(2.7273809999999997e-05+1.7035893333333335e-05j),(1.277692e-05+5.733233333333327e-07j),(1.277692e-05+5.733233333333327e-07j),(1.277692e-05+5.733233333333327e-07j),0j,0j,0j,0j,0j,0j
line83,80,84,(0.000398985+9.949500000000002e-06j),(0.000398985+9.949500000000002e-06j),(0.000398985+9.949500000000002e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line84,81,85,(0.007059537333333333+0.00014199639999999997j),(0.007059537333333333+0.00014199639999999997j),(0.007059537333333333+0.00014199639999999997j),(9.567133333333306e-05+0j),(9.567133333333306e-05+0j),(9.567133333333306e-05+0j),0j,0j,0j,0j,0j,0j
line85,82,86,(6.345952666666666e-05+9.787516666666667e-06j),(6.345952666666666e-05+9.787516666666667e-06j),(6.345952666666666e-05+9.787516666666667e-06j),(2.863417666666667e-05+5.007566666666665e-07j),(2.863417666666667e-05+5.007566666666665e-07j),(2.863417666666667e-05+5.007566666666665e-07j),0j,0j,0j,0j,0j,0j
line86,83,87,(5.544782999999999e-05+3.463407999999999e-05j),(5.544782999999999e-05+3.463407999999999e-05j),(5.544782999999999e-05+3.463407999999999e-05j),(2.5975559999999996e-05+1.1655699999999987e-06j),(2.5975559999999996e-05+1.1655699999999987e-06j),(2.5975559999999996e-05+1.1655699999999987e-06j),0j,0j,0j,0j,0j,0j
